###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Jones-Allen|Eat your Cale, kids|bruinhawks|913.5
2|Jones-Allen|Raging Joner|onegaishimasu|907.75
3|Gretzky|https://streamable.com/73ksy|VoodooSteve|899.5
4|Gretzky|Tarasenkyu Very Much|ch1zzle|887.55
5|Lemieux|BlizzNasty|ckroyal92|879.25
6|Lemieux|Pepe Silvia|boywoods|874.55
7|Hasek|Wrath of Joe McGrath|LAGunsHockey|871.5
8|Dionne|RalJTK's Team|RalJTK|866.05
9|Howe|GingaNinja3113's Team|GingaNinja3113|862.6
10|Bourque|North Kariya|ApologeticBear|859.2
11|Niedermayer|Bonafide Stallion|corvuskerst|856.05
12|Jones-Allen|Gerald McBoing-Boing|Kattsumoto|855.85
13|Jones-Allen|Pimpin' Ain't Parise|Woppa|854.7
14|Pronger|Chogoris White Scars|AngNazgul|852.05
15|Leetch|Kb85's Team|Kb85|850.95
16|Yzerman|Ovi O's|ShinyLeprechaun|850.35
17|Jagr|watch your mouth|tooproforyou|849.7
18|Dionne|Drunk Ovi|hotoatmeal|848.75
19|Bourque|Big Daddy Wheels|Joel249|842.7
20|Gretzky|Noddan HC|noddan|842.55
21|Pronger|ChazMichaels's Team|ChazMichaels|840.8
22|Roy|"Life has Pastas By"|benzene96|836.85
23|Gretzky|Dude, Where's Makar?|SPRX97|834.95
24|Yzerman|Koplin's Spartans|koplin|834.65
25|Roy|Kreidin Dirty|bruceitup|834.2
26|Gretzky|Licensed to Phil|ovorc|833.1
27|Chelios|Dead Wings|piddles59|831.2
28|Yzerman|Bar Down|Minnesnota|829.7
29|Hasek|Denim Chicken|sleeptalkerz|828.75
30|Lidstrom|you're back on the force, bobrovsky|thescientist120|827.85
31|Lidstrom|Oscar Meier Weiners|jsnow88|826.9
32|Hasek|Flying Zambonis|Cannon49|826.0
33|Hasek|Beans|ClayBeans|825.95
34|Yzerman|JewChooTrain|JewChooTrain|824.5
35|Yzerman|The Larkness Monster|RonDC30|824.4
36|Dionne|Book Hockey|TwoPlanks|819.95
37|Leetch|Kurwa|Adzki|818.35
38|Gretzky|bob says NYET|zachf13|817.95
39|Gretzky|Getrektzky|Boboombang|814.7
40|Howe|Big Johnsons|barrill|814.15
41|Jagr|Kovalchuck Me Off A Cliff|Mdhemp|812.8
42|Howe|Almost Famous|aleski|811.1
43|Orr|How much wood could a Tkachuk Chuck|hindersurprise|810.45
44|Jones-Allen|Hintz Me Baby One More Time|dkpatrick|810.2
45|Leetch|Party Kane|selcio44|809.85
46|Bourque|Weiss Guys|Hail_Aqualung|807.4
47|Dionne|Hockey Style|tgmills|805.35
