###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Roy|Letangry Birds|russtyj|1373.42
2|Pronger|Ral|RalJTK|1356.96
3|Yzerman|South Detroit Journeymen|Scooterkid|1325.8
4|Bourque|HBT|onegaishimasu|1324.32
5|Price-Murray|Jagged Little Phil|ovorc|1296.83
6|Chelios|Rebels|Ragonster|1293.01
7|Yzerman|Don't Give a Puck|bruinhawks|1290.52
8|Jagr|Starship Troubas|LesVlads|1289.5
9|Price-Murray|Pimpin' Ain't Parise|Woppa|1278.65
10|Lidstrom|The Wrath of Grapes|PaperParrot|1277.76
11|Gretzky|#FreeWilly|SPRX97|1274.27
12|Lemieux|Insert Hockey Pun Here|StuffAndMore|1273.67
13|Gretzky|...Leddy for It?|akacesfan|1267.45
14|Gretzky|Denim Chicken|sleeptalkerz|1260.87
15|Hasek|Benn Laden|SPEMason|1259.88
16|Gretzky|Tarasenkyu Very Much|ch1zzle|1259.61
17|Jagr|Toews'd & Kane-fused|rocking2rush10|1256.15
18|Pronger|woppaspoppa|tooproforyou|1242.38
19|Gretzky|Like a Boeser|Boboombang|1239.49
20|Lidstrom|Jagrmeister|Bearchrist|1239.36
21|Bourque|TeamNameRequired|birdrib|1238.66
22|Gretzky|Shot Through The Reinhart|benzene96|1237.68
23|Price-Murray|https://streamable.com/iva1g|VoodooSteve|1235.95
24|Niedermayer|Koplin's Spartans|koplin|1232.35
25|Hasek|bob says NYET|zachf13|1231.3
26|Roy|Pucking Fricks|Red_Dragons|1226.79
27|Chelios|Bread winner|ripitup83|1226.74
28|Jagr|Team Name|ClayBeans|1226.5
29|Lemieux|Gritty's Goon Squad|Coyle1096|1224.86
30|Howe|The Bottle Police|Ned98|1221.78
31|Price-Murray|Cow Tipping Mafia|ImminentFate|1218.26
32|Gretzky|I'm Waiting For The Man-chuk|Kovellen|1214.67
33|Niedermayer|Air Canada|yams18|1213.98
34|Gretzky|Kreider Hard|BluntForce19|1212.84
35|Howe|MacKinnon Ur Girl.|wtfover021|1212.66
36|Howe|Feel the Burns|Beaups|1206.73
37|Hasek|Tenacious Turtles|dzibanche|1204.13
38|Bourque|Phil and Sid's Excellent Adventure|GingaNinja3113|1203.4
39|Gretzky|Nailing Yaks|noddan|1202.84
40|Lemieux|Hayzer|Hayzer13|1202.54
41|Price-Murray|Dekeyser Wilhelm|sickboy1965|1201.62
42|Niedermayer|Multiple Scorgasms|randomsportsfan|1200.98
43|Hasek|GRITTY IS THE GREATEST MASCOT OF ALL TIME|dorsia|1198.44
44|Hasek|Ken Holland Sucks|Howe_U_Doin|1196.01
45|Leetch|Aggressive Pinching|Advdino|1195.51
46|Price-Murray|Btchz B Krejci|3LaWs-S4fe|1195.11
47|Leetch|Five hole douches|Douche78|1194.8
48|Howe|Hypnotoads|elbowes|1193.5
49|Hasek|Team Zazu|boywoods|1192.79
50|Chelios|Its A Jukebox Jerry|Gfxprotege|1192.08
51|Dionne|Don't Fehr the Reaper|RBHoneyBadger|1191.23
52|Yzerman|Pierre Dorion's All Stars|MackLoud|1190.75
53|Price-Murray|Democratic People's Republic of Kariya|kjohnm|1189.0
54|Chelios|Hockey Style|tgmills|1188.22
55|Roy|Wrath of Joe McGrath|LAGunsHockey|1185.76
56|Roy|Kling of the Hill|dkpatrick|1183.81
57|Niedermayer|Everyday I'm Byfuglien|piddles59|1182.43
58|Yzerman|falco1002|chaopw2010|1180.39
59|Yzerman|Churchmoor Caterpies|LtGerbil|1178.51
60|Dionne|Feel the Bern(ier)|Azotherian|1176.47
61|Price-Murray|The Larkness Monster|RonDC30|1176.07
62|Dionne|Drunk Shenanigans|xMrSleepyx|1175.04
63|Lemieux|Connorrhea|windjackass|1174.66
64|Roy|Drunk Ovi|hotoatmeal|1173.7
65|Leetch|twinsora|kyriosa|1172.85
66|Chelios|Pajama Bois|popquiz_hotshot|1170.46
67|Jagr|Blind, Deaf, and Dumba|SimpsonN1nja|1169.8
68|Jagr|40-30 Grit Grinders|NoRelationWayne|1165.58
69|Lemieux|JewChooTrain|JewChooTrain|1157.16
70|Hasek|Ruutu to Tootoo|DonPaita|1156.71
71|Lemieux|Mystic Coupons|tweedledunn|1153.43
72|Yzerman|So Gritty|MorphineSmile|1149.18
73|Hasek|Unhealthy Scratches|aleski|1148.95
74|Hasek|Bluth's Bananas|zodiac33|1147.73
75|Bourque|Datsyukian Deke|WaterAndSand|1142.56
76|Lidstrom|Dumpster Fire Brigade|paularlington|1141.89
77|Price-Murray|Bar Down|Minnesnota|1139.07
78|Orr|The Ponies|WhoseverPainter|1138.54
79|Lidstrom|Nylander II: The Quickening|yaheardwperd|1134.85
80|Hasek|The Cake Eaters|KyleCamelot|1132.57
81|Gretzky|T.Hall & A.Oates|PieRhett|1130.43
82|Yzerman|Divorced Guys|bruceitup|1128.08
83|Lemieux|NurseSharks|fidel-catstro|1127.62
84|Pronger|Leafs|Bk1689|1127.0
85|Roy|Star-Burns|mnm501288|1121.98
86|Pronger|Lokomotiv|Topfuel|1120.33
87|Dionne|Leddy Zeppelin|ksteadsrus|1120.0
88|Price-Murray|Double Bennetration|The_Irelander|1119.46
89|Niedermayer|Guy that yells shoot on the powerplay|xacex|1113.19
90|Howe|King of Rags|Georgiewho|1109.21
91|Roy|Karlsson sucks anyways|Twitty|1108.12
92|Lemieux|Syracuse Bulldogs|Orbalisk|1107.78
93|Roy|Book Hockey|TwoPlanks|1107.65
94|Leetch|Babcock'd and Loaded|Sploe|1106.78
95|Jagr|Torts Reform|hockeyisgood|1102.27
96|Gretzky|One Kessticles|maverickxm2|1101.84
97|Lidstrom|WouldWoodchuckTkachukWood|Jackdaw57|1101.61
98|Bourque|Let's Do This!!!|realdealdynasty|1100.74
99|Hasek|HOTSAM BATCHO|abcSpectacular|1100.25
100|Roy|Divorced Men|yourmomcantspel|1098.44
101|Chelios|All Phaneuf And Games|broceratops|1098.27
102|Orr|Mirror Mirror On The Wall, Who is the Tavares of Them All?|TwistedEdge|1091.25
103|Yzerman|Ass Kickers United|readytofall|1090.44
104|Hasek|Stammer's Whammers|concini|1086.63
105|Orr|St. John's Shamrocks|BananApocalypse|1083.98
106|Orr|Aslan the Lion|LeiHolGos|1081.24
107|Dionne|Good Guy Gaudreau|Berggren|1079.19
108|Niedermayer|leave the gun, take the toffolis|hotdogslim|1078.68
109|Lidstrom|#MelnykOut|Samsens|1078.63
110|Gretzky|Notice Me Horton|Kattsumoto|1076.38
111|Price-Murray|Big Johnsons|barrill|1075.81
112|Yzerman|Why Not Zoidterberg|Brazenhead|1075.67
113|Yzerman|BlizzNasty|ckroyal92|1075.31
114|Roy|Straight Cash Homie|hockeymax93|1074.72
