###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Gretzky|Noddan HC|noddan|2148.1
2|Jagr|Kane You Spare A Dollar|SPEMason|2117.15
3|Lemieux|DingleBarrie's|jacouzzie|2086.7
4|Gretzky|Getrektzky|Boboombang|2058.35
5|Yzerman|Vancity Express|nickfrompitt|2054.65
6|Gretzky|Eat your Cale, kids|bruinhawks|2044.3
7|Luuuuuuu|Flying Zambonis|Cannon49|2037.75
8|Hasek|Release the Kraken|RalJTK|2033.15
9|Lemieux|No Reimer Reason|Tsunkatse|2015.95
10|Luuuuuuu|hotoatmeal|hotoatmeal|2009.55
11|Roy|Ogie Ogilthorpe|marcram|2007.25
12|Gretzky|Denim Chicken|sleeptalkerz|2004.0
13|Roy|Democratic People's Republic of Kariya|kjohnm|2002.2
14|Luuuuuuu|Licensed to Phil|ovorc|1991.35
15|Leetch|Make's High Lifes|Big_make|1984.95
16|Roy|Staal It What You Want|akacesfan|1984.85
17|Hasek|Putting On The Foil|Uncledonny|1983.65
18|Yzerman|falco1002|chaopw2010|1970.75
19|Gretzky|Hockey Style|tgmills|1969.1
20|Gretzky|Josi's Story|SPRX97|1968.2
21|Hasek|Pimpin' Ain't Parise|Woppa|1963.45
22|Hasek|Kansas City Redwings|sickboy1965|1960.65
23|Niedermayer|Seattle Marners|Rhyme-Thyme|1952.85
24|Yzerman|Tenacious Turtles|dzibanche|1951.0
25|Yzerman|Portland Buckaroos|TooManyPuppies|1941.25
26|Roy|Chicken and Raffls|funkyquasar|1940.3
27|Luuuuuuu|Blue Lines Matter|PaperParrot|1934.9
28|Dionne|So...Get On Your Way!|Kattsumoto|1931.2
29|Jagr|And A Seider Chips Please|GusZ|1929.2
30|Lidstrom|St. John's Shamrocks|BananApocalypse|1928.5
31|Dionne|The Ides of Marchand|CTonyJab|1923.0
32|Dionne|How Are Ya Now?|Thomsco|1912.75
