###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Roy|Letangry Birds|russtyj|3930.36
2|Lidstrom|The Wrath of Grapes|PaperParrot|3819.69
3|Chelios|Bread winner|ripitup83|3755.93
4|Price-Murray|Jagged Little Phil|ovorc|3745.15
5|Price-Murray|Dekeyser Wilhelm|sickboy1965|3743.17
6|Bourque|HBT|onegaishimasu|3742.39
7|Yzerman|Don't Give a Puck|bruinhawks|3739.35
8|Price-Murray|Pimpin' Ain't Parise|Woppa|3722.99
9|Pronger|Ral|RalJTK|3688.94
10|Gretzky|...Leddy for It?|akacesfan|3671.21
11|Gretzky|#FreeWilly|SPRX97|3664.73
12|Gretzky|Tarasenkyu Very Much|ch1zzle|3656.37
13|Yzerman|South Detroit Journeymen|Scooterkid|3654.44
14|Hasek|Stammer's Whammers|concini|3632.1
15|Gretzky|Shot Through The Reinhart|benzene96|3625.77
16|Gretzky|Like a Boeser|Boboombang|3616.53
17|Jagr|Team Name|ClayBeans|3608.87
18|Chelios|Rebels|Ragonster|3577.54
19|Gretzky|Nailing Yaks|noddan|3556.4
20|Hasek|bob says NYET|zachf13|3555.61
21|Gretzky|Kreider Hard|BluntForce19|3539.56
22|Roy|Pucking Fricks|Red_Dragons|3538.95
23|Price-Murray|Cow Tipping Mafia|ImminentFate|3530.87
24|Pronger|woppaspoppa|tooproforyou|3529.66
25|Gretzky|Denim Chicken|sleeptalkerz|3525.26
26|Hasek|Tenacious Turtles|dzibanche|3522.85
27|Chelios|Hockey Style|tgmills|3521.17
28|Roy|Wrath of Joe McGrath|LAGunsHockey|3514.38
29|Lemieux|Hayzer|Hayzer13|3498.66
30|Hasek|Benn Laden|SPEMason|3489.76
31|Leetch|Aggressive Pinching|Advdino|3487.76
32|Lidstrom|Nylander II: The Quickening|yaheardwperd|3479.48
33|Price-Murray|https://streamable.com/iva1g|VoodooSteve|3469.48
34|Price-Murray|Democratic People's Republic of Kariya|kjohnm|3467.19
35|Lemieux|Insert Hockey Pun Here|StuffAndMore|3454.53
36|Howe|Feel the Burns|Beaups|3448.09
37|Hasek|Ruutu to Tootoo|DonPaita|3444.42
38|Leetch|Five hole douches|Douche78|3431.86
39|Jagr|Blind, Deaf, and Dumba|SimpsonN1nja|3428.73
40|Howe|MacKinnon Ur Girl.|wtfover021|3425.52
41|Bourque|TeamNameRequired|birdrib|3423.3
42|Hasek|Team Zazu|boywoods|3414.69
43|Lemieux|Gritty's Goon Squad|Coyle1096|3413.62
44|Niedermayer|Koplin's Spartans|koplin|3409.03
45|Niedermayer|Guy that yells shoot on the powerplay|xacex|3406.01
46|Bourque|Phil and Sid's Excellent Adventure|GingaNinja3113|3405.75
47|Lidstrom|Jagrmeister|Bearchrist|3405.31
48|Roy|Kling of the Hill|dkpatrick|3404.8
49|Howe|The Bottle Police|Ned98|3398.92
50|Howe|Hypnotoads|elbowes|3396.4
51|Chelios|Its A Jukebox Jerry|Gfxprotege|3385.99
52|Lemieux|Mystic Coupons|tweedledunn|3385.46
53|Yzerman|falco1002|chaopw2010|3385.08
54|Dionne|Drunk Shenanigans|xMrSleepyx|3380.05
55|Price-Murray|The Larkness Monster|RonDC30|3380.01
56|Yzerman|So Gritty|MorphineSmile|3373.14
57|Hasek|Bluth's Bananas|zodiac33|3369.81
58|Niedermayer|Air Canada|yams18|3369.2
59|Dionne|Don't Fehr the Reaper|RBHoneyBadger|3367.14
60|Jagr|Starship Troubas|LesVlads|3365.68
61|Yzerman|Divorced Guys|bruceitup|3348.9
62|Roy|Drunk Ovi|hotoatmeal|3344.7
63|Leetch|twinsora|kyriosa|3344.54
64|Orr|same old sh1t, ya know?|JayWilly|3342.94
65|Hasek|Unhealthy Scratches|aleski|3339.25
66|Yzerman|Churchmoor Caterpies|LtGerbil|3330.38
67|Hasek|Ken Holland Sucks|Howe_U_Doin|3326.86
68|Lemieux|JewChooTrain|JewChooTrain|3310.64
69|Roy|Star-Burns|mnm501288|3305.83
70|Jagr|40-30 Grit Grinders|NoRelationWayne|3302.93
71|Price-Murray|Bar Down|Minnesnota|3299.44
72|Yzerman|BlizzNasty|ckroyal92|3297.04
73|Price-Murray|Big Johnsons|barrill|3292.66
74|Pronger|Benn And The Jets|slaw47|3292.64
75|Gretzky|T.Hall & A.Oates|PieRhett|3288.46
76|Jagr|Toews'd & Kane-fused|rocking2rush10|3286.74
77|Roy|Divorced Men|yourmomcantspel|3273.74
78|Hasek|GRITTY IS THE GREATEST MASCOT OF ALL TIME|dorsia|3267.97
79|Hasek|Flying Zambonis|Cannon49|3262.85
80|Orr|Aslan the Lion|LeiHolGos|3261.51
81|Yzerman|Pierre Dorion's All Stars|MackLoud|3253.27
82|Roy|Karlsson sucks anyways|Twitty|3252.28
83|Bourque|CTE|turtmcgirt|3245.09
84|Price-Murray|Btchz B Krejci|3LaWs-S4fe|3242.88
85|Lemieux|Syracuse Bulldogs|Orbalisk|3242.63
86|Lemieux|Hot Wing's All-Stars|brown4se|3231.58
87|Gretzky|One Kessticles|maverickxm2|3229.31
88|Pronger|Mojongles|ShinyLeprechaun|3226.65
89|Hasek|The Cake Eaters|KyleCamelot|3224.69
90|Bourque|The Hacksaw|DrJackBauer|3217.73
91|Gretzky|Notice Me Horton|Kattsumoto|3216.89
92|Pronger|Lokomotiv|Topfuel|3200.25
93|Lidstrom|#MelnykOut|Samsens|3199.64
94|Gretzky|I'm Waiting For The Man-chuk|Kovellen|3194.14
95|Lidstrom|Dumpster Fire Brigade|paularlington|3190.93
96|Price-Murray|Double Bennetration|The_Irelander|3187.23
97|Price-Murray|Frolunda HC|FCBcn19|3186.65
98|Yzerman|The Jiiive Turkays|JiiiveTurkay|3185.27
99|Roy|Book Hockey|TwoPlanks|3181.56
100|Jagr|Torts Reform|hockeyisgood|3178.48
101|Jagr|Team Zissou|ska5fe|3176.18
102|Dionne|The Mighty Red Pandas|sonicbanana47|3173.05
103|Howe|King of Rags|Georgiewho|3164.38
104|Lemieux|CuJo31|CuJo31|3154.77
105|Howe|Taverin' It Up|Conman1138|3147.86
106|Yzerman|Ass Kickers United|readytofall|3142.87
107|Yzerman|Why Not Zoidterberg|Brazenhead|3140.34
108|Lemieux|Hash Hockey|NextLvlFantasy|3134.27
109|Dionne|Feel the Bern(ier)|Azotherian|3127.65
110|Gretzky|Khudobin a Contender|leapinliz|3127.53
111|Lemieux|NurseSharks|fidel-catstro|3123.8
112|Roy|Up and Around the Benn|jagoe_unchained|3113.83
113|Roy|Straight Cash Homie|hockeymax93|3112.09
114|Orr|Mirror Mirror On The Wall, Who is the Tavares of Them All?|TwistedEdge|3105.87
115|Roy|Dangletangs V|biggy_dooberman|3093.68
116|Price-Murray|RIP Heatley's Ferrari|SHTTNwTHINKIN|3085.92
117|Niedermayer|Multiple Scorgasms|randomsportsfan|3079.43
118|Chelios|Pajama Bois|popquiz_hotshot|3077.86
119|Lidstrom|No Reimer Reason|Tsunkatse|3077.42
120|Niedermayer|Kariya DPR|aromatickoala|3076.41
121|Bourque|Datsyukian Deke|WaterAndSand|3075.46
122|Orr|Whose Line is it Eberle|antaresiv|3065.53
123|Leetch|Babcock'd and Loaded|Sploe|3048.85
124|Hasek|HOTSAM BATCHO|abcSpectacular|3043.82
125|Howe|PIM's Cup|NickVigorous|3033.24
