###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Chelios|Seattle Freeze|christhrowrocks|1930.5
2|Jagr|Swing Low, Sweet Chiarot|leapinliz|1866.0
3|Orr|Queen Anne's Lake Monsters|MWHazard|1859.95
4|Freddie-Hutton|Letangry Birds|russtyj|1839.75
5|Gretzky|Eat your Cale, kids|bruinhawks|1831.7
6|Hasek|Noddan HC|noddan|1830.55
7|Leetch|Chicken and Raffls|funkyquasar|1830.3
8|Yzerman|Putting On The Foil|Uncledonny|1829.7
9|Jagr|Licensed to Phil|ovorc|1827.25
10|Dionne|RalJTK's Team|RalJTK|1823.7
11|Howe|Russian Gas|JayWilly|1811.3
12|Hasek|Big Johnsons|barrill|1799.1
13|Gretzky|Fowler Power|VoodooSteve|1786.1
14|Hasek|Kreider Hard|BluntForce19|1785.05
15|Gretzky|hbt|onegaishimasu|1784.5
16|Yzerman|Yaheardwperd|yaheardwperd|1784.15
17|Howe|Ogie Ogilthorpe|marcram|1775.6
18|Gretzky|Josi's Story|SPRX97|1774.15
19|Yzerman|Blue Lines Matter|PaperParrot|1772.55
20|Hasek|Bar Down|Minnesnota|1769.95
21|Roy|The Manthalorian|sickboy1965|1747.2
22|Roy|Denim Chicken|sleeptalkerz|1736.2
23|Lemieux|Hicks Hackin' Darts|Cyperone|1730.95
24|Roy|Bluth's Bananas|zodiac33|1730.85
25|Howe|CovidTimeHockey|hholysheet|1730.85
26|Hasek|MirrorHall|akacesfan|1720.05
27|Freddie-Hutton|Democratic People's Republic of Kariya|kjohnm|1719.85
28|Freddie-Hutton|Koplin's Spartans|koplin|1716.3
29|Freddie-Hutton|Storm the Capitals /s|BOBROVSKY|1710.25
30|Lidstrom|How Are Ya Now?|Thomsco|1709.6
31|Gretzky|PartyKane|selcio44|1707.45
32|Freddie-Hutton|Dumplers|ShinyLeprechaun|1706.5
33|Howe|Cow Tipping Mafia|ImminentFate|1703.95
34|Dionne|Asston Mustachews|tom1251|1702.85
35|Freddie-Hutton|Never Go Full Tkachuk|DonPaita|1700.35
36|Roy|NurseSharks|fidel-catstro|1697.25
37|Hasek|Bert Ehn Erne|Howe_U_Doin|1693.7
38|Hasek|Tenacious Turtles|dzibanche|1692.65
39|Leetch|DingleBarrie's|jacouzzie|1682.9
40|Gretzky|Rust|benzene96|1680.25
41|Bourque|Cant think of a pun|ronan00|1679.65
42|Roy|NHL Bubble Boy|boywoods|1678.9
43|Chelios|Toronto Center of the Universe|CasualMetaphor|1678.8
44|Jagr|Pay Cheque|ndjolt02|1677.6
