###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Roy|Letangry Birds|russtyj|2955.44
2|Lidstrom|The Wrath of Grapes|PaperParrot|2852.94
3|Bourque|HBT|onegaishimasu|2813.11
4|Chelios|Bread winner|ripitup83|2771.38
5|Pronger|Ral|RalJTK|2766.06
6|Gretzky|#FreeWilly|SPRX97|2755.57
7|Price-Murray|Jagged Little Phil|ovorc|2753.94
8|Yzerman|South Detroit Journeymen|Scooterkid|2751.33
9|Price-Murray|Pimpin' Ain't Parise|Woppa|2719.04
10|Yzerman|Don't Give a Puck|bruinhawks|2716.83
11|Gretzky|Shot Through The Reinhart|benzene96|2705.48
12|Chelios|Rebels|Ragonster|2692.79
13|Hasek|bob says NYET|zachf13|2682.19
14|Price-Murray|Dekeyser Wilhelm|sickboy1965|2660.99
15|Hasek|Tenacious Turtles|dzibanche|2659.94
16|Gretzky|...Leddy for It?|akacesfan|2653.37
17|Howe|Feel the Burns|Beaups|2649.38
18|Leetch|Aggressive Pinching|Advdino|2646.98
19|Gretzky|Like a Boeser|Boboombang|2641.47
20|Gretzky|Nailing Yaks|noddan|2641.25
21|Roy|Pucking Fricks|Red_Dragons|2629.9
22|Pronger|woppaspoppa|tooproforyou|2628.37
23|Jagr|Team Name|ClayBeans|2627.33
24|Gretzky|Denim Chicken|sleeptalkerz|2622.84
25|Hasek|Benn Laden|SPEMason|2620.34
26|Howe|MacKinnon Ur Girl.|wtfover021|2618.98
27|Gretzky|Tarasenkyu Very Much|ch1zzle|2618.2
28|Lemieux|Gritty's Goon Squad|Coyle1096|2611.47
29|Hasek|Stammer's Whammers|concini|2605.25
30|Chelios|Hockey Style|tgmills|2601.89
31|Roy|Wrath of Joe McGrath|LAGunsHockey|2601.66
32|Gretzky|Kreider Hard|BluntForce19|2594.32
33|Price-Murray|https://streamable.com/iva1g|VoodooSteve|2593.89
34|Hasek|Team Zazu|boywoods|2588.55
35|Jagr|Starship Troubas|LesVlads|2579.0
36|Bourque|Phil and Sid's Excellent Adventure|GingaNinja3113|2575.27
37|Roy|Kling of the Hill|dkpatrick|2571.31
38|Hasek|Ruutu to Tootoo|DonPaita|2567.91
39|Lemieux|Hayzer|Hayzer13|2565.86
40|Jagr|Blind, Deaf, and Dumba|SimpsonN1nja|2562.05
41|Leetch|Five hole douches|Douche78|2559.38
42|Price-Murray|Cow Tipping Mafia|ImminentFate|2551.05
43|Bourque|TeamNameRequired|birdrib|2550.71
44|Roy|Drunk Ovi|hotoatmeal|2549.87
45|Lemieux|Mystic Coupons|tweedledunn|2549.5
46|Price-Murray|Democratic People's Republic of Kariya|kjohnm|2546.5
47|Howe|The Bottle Police|Ned98|2543.67
48|Niedermayer|Koplin's Spartans|koplin|2541.18
49|Chelios|Its A Jukebox Jerry|Gfxprotege|2539.78
50|Dionne|Don't Fehr the Reaper|RBHoneyBadger|2530.39
51|Lemieux|Insert Hockey Pun Here|StuffAndMore|2524.93
52|Yzerman|Pierre Dorion's All Stars|MackLoud|2522.65
