###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Gretzky|Noddan HC|noddan|2308.9
2|Lemieux|DingleBarrie's|jacouzzie|2305.05
3|Luuuuuuu|Flying Zambonis|Cannon49|2240.45
4|Hasek|Release the Kraken|RalJTK|2229.85
5|Gretzky|Eat your Cale, kids|bruinhawks|2227.35
6|Jagr|Kane You Spare A Dollar|SPEMason|2217.25
7|Gretzky|Getrektzky|Boboombang|2212.1
8|Roy|Ogie Ogilthorpe|marcram|2203.65
9|Gretzky|Denim Chicken|sleeptalkerz|2198.45
10|Leetch|Make's High Lifes|Big_make|2193.7
11|Yzerman|falco1002|chaopw2010|2193.35
12|Roy|Staal It What You Want|akacesfan|2190.35
13|Yzerman|Vancity Express|nickfrompitt|2179.45
14|Roy|Democratic People's Republic of Kariya|kjohnm|2157.2
15|Luuuuuuu|Licensed to Phil|ovorc|2148.65
16|Lemieux|No Reimer Reason|Tsunkatse|2141.2
17|Gretzky|Josi's Story|SPRX97|2140.1
18|Roy|Big Johnsons|barrill|2140.1
19|Niedermayer|Seattle Marners|Rhyme-Thyme|2136.75
20|Hasek|Kansas City Redwings|sickboy1965|2134.9
21|Gretzky|Hockey Style|tgmills|2127.6
22|Yzerman|Tenacious Turtles|dzibanche|2127.6
23|Luuuuuuu|hotoatmeal|hotoatmeal|2123.95
24|Hasek|Pimpin' Ain't Parise|Woppa|2115.65
25|Luuuuuuu|Blue Lines Matter|PaperParrot|2108.05
26|Hasek|Putting On The Foil|Uncledonny|2106.5
27|Dionne|So...Get On Your Way!|Kattsumoto|2106.15
28|Yzerman|My Eks is Aho|mnm501288|2105.0
29|Gretzky|Tarasenkyu Very Much|ch1zzle|2102.35
30|Gretzky|Hung out to Drai|concini|2098.8
31|Hasek|Peace and Love|JayWilly|2096.95
32|Roy|Chicken and Raffls|funkyquasar|2092.85
33|Hasek|While My Makar Gently Weeps|Kovellen|2087.6
34|Jagr|And A Seider Chips Please|GusZ|2084.75
35|Dionne|StraightCashHomie|hockeymax93|2082.9
36|Luuuuuuu|Koplin's Spartans|koplin|2077.65
37|Dionne|The Ides of Marchand|CTonyJab|2076.65
38|Lidstrom|The Brockstars|Rawrhock|2075.9
39|Luuuuuuu|Cow Tipping Mafia|ImminentFate|2071.85
40|Lemieux|Ponch|ponch101|2071.6
41|Jagr|Solar Bears|friendo|2070.6
42|Luuuuuuu|Five Hole Douches|Douche78|2066.2
43|Orr|Spaghetti Monsters|boombohn|2059.85
44|Lidstrom|St. John's Shamrocks|BananApocalypse|2059.5
45|Dionne|How Are Ya Now?|Thomsco|2059.1
46|Yzerman|Portland Buckaroos|TooManyPuppies|2056.5
47|Gretzky|Kreider Hard|BluntForce19|2054.2
48|Gretzky|Rust|benzene96|2048.3
49|Jagr|NY Power Rangers|uh3ckinwotm8|2046.45
50|Dionne|Bar Down|Minnesnota|2031.9
51|Lemieux|Dumpster Fire Brigade|paularlington|2025.65
52|Niedermayer|Better Call Staal|HurricaneHavoc|2022.0
53|Roy|Asston Mustashews|tom1251|2019.6
54|Roy|Connor4Real|gumbosious|2018.6
55|Howe|Cant think of a pun|ronan00|2015.05
56|Bourque|Take One|unexpgrav|2006.9
57|Jagr|Book Hockey|TwoPlanks|2005.5
58|Luuuuuuu|Connor McDavid Had A Team EIEIO|hholysheet|1999.9
59|Howe|Biscotti's buds|Biscotti|1997.4
60|Gretzky|Pettersson Than Revenge|akacesfan|1994.6
61|Jagr|HuberdEau de toilette|hkyplyr|1994.0
62|Dionne|Fuck I'm Not Doing too well|CasualMetaphor|1992.65
63|Lemieux|Oinko-Chokko Milkkonen|yoshirider2709|1991.05
64|Luuuuuuu|Seattle Freeze|christhrowrocks|1990.2
65|Gretzky|Queen Anne's Lake Monsters|MWHazard|1990.05
66|Hasek|Yaheardwperd|yaheardwperd|1985.1
67|Dionne|So Gritty!|MorphineSmile|1979.8
68|Leetch|DropTheGloves|DropTheGloves|1979.05
69|Gretzky|"The King's Spot"|DonPaita|1978.9
70|Howe|Letterkenny Irish|D0WNW4rD|1978.45
71|Roy|Bluth's Bananas|zodiac33|1971.05
72|Leetch|Taylor Swift|juhoasd|1964.95
73|Hasek|Get CTE or Die Tryin'|dorsia|1958.2
74|Niedermayer|Lock Monsters|ksteadsrus|1955.45
75|Luuuuuuu|Bert and Erne [ now anti-vaxx :( ]|Howe_U_Doin|1952.5
76|Dionne|Mystic Coupouns|tweedledunn|1952.4
77|Howe|The Green Bastards|Canadianheel|1952.2
78|Hasek|Dumplers|ShinyLeprechaun|1950.35
79|Luuuuuuu|Krangberg|boywoods|1946.2
80|Howe|Coyle's Aho|The_Irelander|1942.95
