###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
1|Yzerman|Damper Than Moist|437.47
2|Gretzky|Pimpin' Ain't Parise|417.71
3|Hasek|NurseSharks|412.2
4|Dionne|Dumpster Fire Brigade|403.55
5|Gretzky|Denim Chicken|401.46
6|Chelios|Snizzbone|397.95
7|Leetch|xMrSleepyx|396.32
8|Lemieux|The Cake Eaters|392.8
9|Lidstrom|Jagr Bomb|392.71
10|Hasek|Everyone Poops|392.69
11|Jagr|Sticks out for Harambe|391.51
12|Brodeur|Tarasenkyour Battleship|390.52
13|Roy|NO LEAFS!!|388.1
14|Pronger|Bust a Kapanen|386.42
15|Lemieux|Gilmour Girls|383.32
16|Hasek|JewChooTrain|377.98
17|Brodeur|Lubo Sucks|377.84
18|Orr|Goaltender Interference|376.24
19|Gretzky|Tarasenkyu Very Much|375.25
20|Bourque|Bryan Rust and the Rusty Plugs|372.26
21|Yzerman|McCoy's Red Army|372.18
22|Leetch|kyOh|372.12
23|Gretzky|Horton Hears a Who!|370.89
24|Orr|Team North Americarambe|369.94
25|Leetch|Toews in the Water|369.18
26|Howe|VooDaddy|368.14
27|Gretzky|Frolunda HC|368.05
28|Howe|Malkin a Murderer|366.68
29|Dionne|mxfrsght|365.14
30|Hasek|All Down The Laine|364.62
31|Howe|Corsi? What Corsi?|364.03
32|Gretzky|Nailing Yaks|363.73
33|Roy|Kreider Hard|361.89
34|Jagr|Penners Pancakes|360.71
35|Chelios|Stan Mikita's Donuts|360.68
36|Lemieux|Alexander Radiculous' Team|360.25
37|Lidstrom|Clatsyuk|360.25
38|Jagr|The Ottawa BeeVees|358.57
39|Roy|The Ponies of Equestria|358.54
40|Orr|NoseFaceKillahs|358.12
41|Pronger|Risky Bryz-ness|358.1
42|Jagr|The Big Pavelski|357.55
43|Niedermayer|Helle's Belles|357.43
44|Dionne|Endless Love|357.39
45|Lidstrom|Double Bennatration|356.8
46|Howe|Charlottetown Islanders|356.75
47|Orr|Stastny & Hutch|355.56
48|Yzerman|NextLvlFantasy|355.51
49|Bourque|Team Ukraine|355.14
50|Pronger|Doughty Didn't Deserve The Norris|354.98
51|Yzerman|Hattrick Pornqvist|352.92
52|Lidstrom|The Larkness Monster|351.56
53|Roy|Mystic Coupons|350.78
54|Brodeur|Drouination|350.76
55|Brodeur|Pickle High-Noon|350.1
56|Niedermayer|St. John's Shamrocks|349.25
57|Brodeur|Larkinine|349.1
58|Lemieux|Mud Dragons|349.02
59|Hasek|The JiiiveTurkays|348.36
60|Brodeur|Sheahan's Shillelaghs|348.33
61|Bourque|Gordie Howe Hatrick|348.21
62|Pronger|M&Ms|347.65
63|Lemieux|bob says NYET|347.43
64|Roy|The Ides of Marchand|346.91
65|Jagr|WhoseLineIsItEberle|345.96
66|Leetch|San Jose Street Sharks|345.65
67|Niedermayer|Human Erasers|345.12
68|Howe|Do You Smell What Laraque Is Cookin?|345.07
69|Yzerman|The Red Hot Chilly Wings|345.0
70|Gretzky|One Kessticles|344.01
71|Lidstrom|OK Blue Jays|342.71
72|Bourque|Vancouver Voodoo|340.92
73|Orr|Teamy McTeamface|340.53
74|Roy|Karl on my Wayward Sson|340.32
