###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Roy|Letangry Birds|russtyj|3118.31
2|Lidstrom|The Wrath of Grapes|PaperParrot|3001.19
3|Bourque|HBT|onegaishimasu|2964.09
4|Chelios|Bread winner|ripitup83|2939.11
5|Yzerman|South Detroit Journeymen|Scooterkid|2908.85
6|Pronger|Ral|RalJTK|2897.18
7|Price-Murray|Pimpin' Ain't Parise|Woppa|2885.47
8|Price-Murray|Jagged Little Phil|ovorc|2883.75
9|Gretzky|#FreeWilly|SPRX97|2883.33
10|Gretzky|Shot Through The Reinhart|benzene96|2855.35
11|Price-Murray|Dekeyser Wilhelm|sickboy1965|2833.39
12|Yzerman|Don't Give a Puck|bruinhawks|2831.15
13|Chelios|Rebels|Ragonster|2831.0
14|Hasek|bob says NYET|zachf13|2821.15
15|Gretzky|Nailing Yaks|noddan|2801.08
16|Gretzky|...Leddy for It?|akacesfan|2790.55
17|Hasek|Stammer's Whammers|concini|2785.8
18|Gretzky|Like a Boeser|Boboombang|2777.55
19|Hasek|Tenacious Turtles|dzibanche|2771.9
20|Gretzky|Tarasenkyu Very Much|ch1zzle|2768.4
21|Pronger|woppaspoppa|tooproforyou|2765.93
22|Leetch|Aggressive Pinching|Advdino|2765.66
23|Howe|MacKinnon Ur Girl.|wtfover021|2761.7
24|Jagr|Team Name|ClayBeans|2752.01
25|Howe|Feel the Burns|Beaups|2751.21
26|Roy|Pucking Fricks|Red_Dragons|2750.9
27|Gretzky|Denim Chicken|sleeptalkerz|2750.7
28|Price-Murray|https://streamable.com/iva1g|VoodooSteve|2748.76
29|Hasek|Benn Laden|SPEMason|2748.15
30|Bourque|Phil and Sid's Excellent Adventure|GingaNinja3113|2745.46
31|Lemieux|Gritty's Goon Squad|Coyle1096|2742.78
32|Gretzky|Kreider Hard|BluntForce19|2741.25
33|Roy|Wrath of Joe McGrath|LAGunsHockey|2728.66
34|Chelios|Hockey Style|tgmills|2728.43
35|Jagr|Starship Troubas|LesVlads|2712.09
36|Hasek|Team Zazu|boywoods|2707.51
37|Lemieux|Mystic Coupons|tweedledunn|2705.29
38|Roy|Kling of the Hill|dkpatrick|2699.11
39|Leetch|Five hole douches|Douche78|2697.76
40|Bourque|TeamNameRequired|birdrib|2691.46
