###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
1|Yzerman|Benn there, Domi that *|862.03
2|Jagr|Jarg 17-18 *|858.76
3|Hasek|Hiller Did Nothing Wrong *|853.78
4|Lemieux|The aRISTOcrats *|852.74
5|Roy|Wrath of Joe McGrath *|839.7
6|Brodeur|Horton Hatches The Egg *|823.79
7|Howe|Feel my Rask *|815.64
8|Brodeur|Kreider Hard *|814.49
9|Roy|Josi's Story *|813.99
10|Gretzky|Flying Zambonis *|811.32
11|Howe|Athanaseeyoul8er *|800.95
12|Yzerman|Democratic People's Republic of Kariya *|799.95
13|Niedermayer|South Detroit Journeymen *|793.22
14|Brodeur|The Cake Eaters *|792.38
15|Pronger|Red Wing High Five *|790.75
16|Hasek|Don't Stop 'Til You Get Phaneuf *|787.59
17|Gretzky|Frolunda HC *|787.34
18|Gretzky|Getrektzky|785.51
19|Roy|Book Hockey *|785.43
20|Yzerman|Bar Down *|781.06
21|Hasek|Snizzbone *|780.28
22|Roy|Tarasenkyu Very Much *|777.11
23|Orr|Century Mews *|777.01
24|Gretzky|Pimpin' Ain't Parise|776.4
25|Gretzky|Do as I Seguin, Not as I Drouin *|774.15
26|Lemieux|Pickle Sunrise *|771.4
27|Hasek|Good Kid, S.A.A.D City *|770.37
28|Lemieux|Straight Cash Homie *|768.8
29|Yzerman|Doughty Didn't Deserve The Norris *|768.39
30|Howe|Sassy Glove Save|768.26
31|Hasek|Hart@Yak|767.47
32|Lemieux|Look What Yeo Made Me Do *|763.22
33|Roy|Divorced Guys *|759.62
34|Dionne|Thin Ice *|758.82
35|Bourque|The Great Wall Of St. Paul *|757.13
36|Roy|Bozak Yellow|756.7
37|Chelios|Starship Troubas *|756.64
38|Lidstrom|DingleBarrie's *|756.61
39|Jagr|Glatt Attack *|756.2
40|Bourque|Hartford Gougers *|755.94
41|Gretzky|Jussi Djoos *|755.2
42|Hasek|Drouin it Boeser *|754.38
43|Brodeur|bob says NYET *|752.09
44|Brodeur|Puck me Harder|751.92
45|Jagr|Athanasiou Later *|751.41
46|Gretzky|Nailing Yaks|750.82
47|Gretzky|Denim Chicken *|749.19
48|Niedermayer|Reading Renegades *|748.61
49|Leetch|Paidat *|747.32
50|Yzerman|Mystic Coupons *|747.22
51|Gretzky|One Kessticle *|747.11
52|Lemieux|Strawberry Sundin *|746.82
53|Hasek|Northern Guard|746.45
54|Orr|Mighty Red Pandas *|746.3
55|Lidstrom|Crazy L Gorillas *|743.63
56|Leetch|Wicked Wrista *|743.11
57|Jagr|Hot Wing's All-Stars|741.15
58|Orr|2 Girls 1 Kopitar *|740.95
59|Gretzky|Caketown|740.13
60|Bourque|Matthews The Saviour *|739.98
61|Pronger|The Matthews 4-Drops *|739.51
62|Bourque|Pretty Fly|739.04
63|Howe|Double Bennetration *|736.53
64|Jagr|Big Johnsons *|735.74
65|Lidstrom|Trocheck yourself, before you wreck yourself *|734.73
66|Brodeur|RIP Heatley's Ferrari|734.36
67|Hasek|Witty Team Namestnikov|733.34
68|Chelios|Cow Tipping Mafia *|733.05
69|Brodeur|King of the Kessel *|732.14
70|Howe|San Jose Street Sharks *|730.73
71|Chelios|Sean's Super Squad *|730.54
72|Roy|Nolan, this is Patrick|729.72
73|Brodeur|Glory Five-Hole|725.62
74|Orr|Semin Stains|725.41
75|Jagr|Tokyo Sandblasters *|724.37
76|Howe|Pucking Fricks *|723.57
