###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
213|Bourque|Flop to the top|2047.94
214|Orr|Ice Roosters|2034.96
215|Pronger|ham slater z|2004.18
216|Chelios|Stud Ranch|1998.58
217|Orr|Dumplers|1987.52
218|Lidstrom|Too Many Consonants|1986.26
219|Pronger|Drouin your mom|1938.28
220|Niedermayer|Lemuiextillators|1919.83
221|Bourque|EA HHLs new direction|1874.88
222|Lidstrom|Major Lazar|1861.28
223|Pronger|Bourque de Broue z|1739.26
224|Niedermayer|Super-Duper Mighty Ducks|1664.01
-----

*A previous rank of NR means the team has most likely changed their name since then - working on a workaround for this.*

