###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
1|Brodeur|Cell Phones and Plane Tickets|2962.76
2|Roy|Oh The Places We'll Go!|2931.6
3|Hasek|Denim Chicken|2927.95
4|Francis|Rose City Sinners|2924.35
5|Lemieux|The Ponies of Equestria|2918.78
6|Gretzky|Pimpin' Ain't Parise|2917.13
7|Bourque|The Good Times Are Killorn Me|2915.32
8|Jagr|pretty decent fantasy hockey team|2900.19
9|Sakic|Tomas Fleischlights|2858.29
10|Messier|Glengarry Glencross|2856.79
11|Coffey|Lubo Sucks|2851.53
12|Dionne|Finnishing Touch|2843.85
13|Roy|Hiller Invades Bolland|2838.97
14|Yzerman|Now Josi Me, Now You Don't|2832.08
15|Dionne|Krieder Hard|2818.57
16|Jagr|NO LEAFS!!|2818.19
17|Gretzky|Tarasenkyu Very Much|2795.56
18|Hasek|Flying Zambonis|2793.64
19|Howe|Mystic Coupons|2777.17
20|Bourque|Ginger Geesus's Grilled Cheeses|2772.09
21|Brodeur|KESSEL Me Babeh|2768.16
22|Esposito|Yippee Oh Paille|2743.92
23|Gretzky|Tatar Tots|2743.03
24|Recchi|Mackinnon on your Girl|2740.31
25|Roy|Trial By Thryr|2739.53
26|Gretzky|Crosby-Laich-Boyes|2734.55
27|Howe|Wrath of Grapes|2714.85
28|Dionne|Nash Rules Everything Around Me|2713.45
29|Roy|Hertl Squad|2712.58
30|Roy|Cloud Giroux|2710.76
31|Sakic|Phaneuf Said|2709.1
32|Dionne|Glweebs|2706.88
33|Lemieux|South City Squash|2698.24
34|Hasek|Zetterberg Curve|2697.73
35|Brodeur|Up and Around the Benn|2689.76
36|Gretzky|Bieska and Lulongo|2684.21
37|Francis|Talk to me Goose|2683.41
38|Gretzky|Tenacious Turtles|2676.61
39|Gretzky|Nailing Yaks|2669.39
40|Esposito|Eddie Lack's Corn Boats|2660.39
41|Jagr|The Tarasenkshow|2659.35
42|Gretzky|RIP Heatley's Ferrari|2655.29
43|Coffey|Cinnamon Toews Crunch|2649.38
44|Recchi|Dr. Draisaitl's Sick Beats|2645.66
45|Jagr|falco1002|2644.0
46|Bourque|Kreid'in Dirty|2643.97
47|Gretzky|Oshie & Him|2642.95
48|Messier|The Jive Turkays|2640.5
49|Roy|What The Puck|2639.61
50|Hasek|Toews'd & Kane-fused|2639.16
51|Dionne|Dionamite Jones|2637.26
52|Roy|Mint Barrie Crunch!|2636.03
53|Jagr|Hash Hockey|2635.91
54|Gretzky|Frolunda HC|2632.53
55|Messier|Crystal Lake Campers|2629.47
56|Hasek|JewChooTrain|2622.29
57|Lemieux|Strokin' It|2619.91
58|Francis|Lou's Clues|2615.28
59|Esposito|EXCELlent|2612.87
60|Brodeur|Bitch, Don't Phil My Vibe|2611.33
61|Bourque|Penners house of pancakes|2603.95
62|Coffey|AGexpress|2602.35
63|Sakic|Another Brick in the Roy|2601.33
64|Recchi|Cold As Ice|2599.3
65|Recchi|I'm Voodoo|2597.32
66|Dionne|KanesLifeMatters|2594.47
67|Jagr|Prustcription PangHillers|2594.06
68|Jagr|King of the Kessel|2593.44
69|Brodeur|Promotion by Dropout|2589.07
70|Roy|Is This Baseball?|2587.88
71|Roy|Bar Down|2587.51
72|Hasek|The Rickbreath 40-30s|2587.09
73|Yzerman|Richers to Hags|2578.32
74|Hasek|CTE|2578.24
75|Francis|Defibrillators|2560.56
76|Roy|Neal Kari's Malkin|2559.08
77|Coffey|Bowl of Pastrnak|2557.1
78|Howe|Molemen|2553.71
79|Yzerman|Duck Duck Nyquist|2552.75
80|Bourque|Btchz Be Krejci|2549.07
81|Brodeur|Can you handle the Yandle?|2537.84
82|Francis|TeamNameRequired|2534.84
83|Yzerman|Netflix and Phil|2530.71
84|Dionne|Dubinsky's Garage League|2530.6
85|Lemieux|McCoy's Red Army|2530.27
86|Bourque|The Milk Drinkers|2525.41
87|Francis|Heil Sittler|2522.08
88|Esposito|The Ottawa BeeVees|2520.58
89|Hasek|Elbow Room #41in15|2520.55
90|Recchi|Fussy Puckers|2519.97
91|Howe|South Detroit Journeymen|2518.71
92|Roy|Bo Scorevat|2518.56
93|Gretzky|Datsyukian Deke|2516.28
94|Gretzky|Drouination|2513.78
95|Yzerman|SportsNewbie|2508.25
96|Howe|Crosby, Staals & Nash|2506.31
97|Bourque|Glatt's Greatures|2504.08
98|Yzerman|Hot Crosby's|2502.22
99|Yzerman|Ain't no Hall or Backes girl|2497.19
100|Roy|Pickle Sunrise|2497.12
101|Brodeur|Krejci Train|2495.04
102|Sakic|Stupid Sexy Henrik|2494.08
103|Esposito|Hockey puns|2493.14
104|Lemieux|The Judean People's Front|2484.43
105|Messier|MIKE HASSELHOFFMAN|2481.76
106|Lemieux|Barrie Mark's Stone|2480.39
107|Howe|Charlottetown Islanders|2479.6
108|Coffey|MikePiazza|2479.29
109|Recchi|Shivakamini Somakandarkram|2478.9
