###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
1|Howe|Feel my Rask *|2231.52
2|Roy|Wrath of Joe McGrath *|2204.08
3|Gretzky|Frolunda HC *|2187.4
4|Brodeur|Kreider Hard *|2173.15
5|Howe|Athanaseeyoul8er *|2149.44
6|Yzerman|Benn there, Domi that *|2149.09
7|Lemieux|The aRISTOcrats *|2141.65
8|Jagr|Jarg 17-18 *|2134.93
9|Roy|Tarasenkyu Very Much *|2128.67
10|Lidstrom|Crazy L Gorillas *|2115.2
11|Gretzky|Burns baby Burns|2114.87
12|Gretzky|Getrektzky *|2110.64
13|Chelios|Cow Tipping Mafia *|2108.64
14|Pronger|Red Wing High Five *|2099.91
15|Roy|Josi's Story *|2092.34
16|Lemieux|Look What Yeo Made Me Do *|2083.62
17|Jagr|Big Johnsons *|2077.79
18|Gretzky|Nailing Yaks *|2074.63
19|Hasek|Don't Stop 'Til You Get Phaneuf *|2072.33
20|Lidstrom|DingleBarrie's *|2070.43
21|Gretzky|One Kessticle *|2067.5
22|Gretzky|Denim Chicken *|2064.62
23|Brodeur|Horton Hatches The Egg *|2064.45
24|Roy|Book Hockey *|2060.33
25|Yzerman|Bar Down *|2060.14
26|Yzerman|Democratic People's Republic of Kariya *|2056.84
27|Leetch|Paidat *|2055.62
28|Hasek|Hiller Did Nothing Wrong *|2051.69
29|Gretzky|Pimpin' Ain't Parise|2051.02
30|Hasek|Hart@Yak *|2048.85
31|Jagr|Glatt Attack *|2041.08
32|Howe|Sassy Glove Save *|2039.69
33|Pronger|The Matthews 4-Drops *|2039.14
34|Lemieux|Straight Cash Homie|2036.31
35|Yzerman|Doughty Didn't Deserve The Norris *|2034.45
36|Hasek|Good Kid, S.A.A.D City *|2019.5
37|Brodeur|The Cake Eaters *|2009.11
38|Brodeur|bob says NYET *|2008.5
39|Orr|Century Mews *|2003.36
40|Hasek|Northern Guard|1999.55
41|Hasek|Witty Team Namestnikov|1996.63
42|Roy|Divorced Guys *|1987.03
43|Dionne|Andre and the Goons|1986.69
44|Hasek|Drouin it Boeser *|1985.45
45|Gretzky|Koekkoek for Cocoa Puffs *|1980.65
46|Bourque|The Great Wall Of St. Paul *|1978.44
47|Pronger|The Geeky Economists *|1977.55
48|Yzerman|Mystic Coupons *|1968.8
49|Brodeur|RIP Heatley's Ferrari|1968.76
50|Chelios|Starship Troubas *|1968.63
51|Niedermayer|ponch *|1966.94
52|Brodeur|King of the Kessel *|1963.21
53|Gretzky|Do as I Seguin, Not as I Drouin|1962.85
54|Howe|The Larkness Monster|1962.83
55|Brodeur|Glory Five-Hole *|1961.77
56|Dionne|Thin Ice *|1959.74
57|Gretzky|Flying Zambonis|1958.3
58|Orr|Voracek Yourself *|1957.19
59|Dionne|abcSpectacular *|1953.51
60|Bourque|Hartford Gougers *|1953.5
61|Jagr|Hot Wing's All-Stars *|1948.8
62|Howe|Pucking Fricks *|1948.68
63|Lemieux|Up and Around the Benn *|1947.67
64|Yzerman|Sgt. Bobrovsky's Squadron *|1943.04
65|Howe|Double Bennetration *|1939.22
66|Roy|Bozak Yellow|1936.7
67|Orr|Torts Reform *|1936.15
68|Bourque|Ass Kickers United *|1935.59
69|Niedermayer|South Detroit Journeymen *|1932.75
70|Gretzky|NurseSharks|1927.7
71|Roy|Henrik & Gustav Go to Little Caesars *|1924.8
72|Brodeur|Puck me Harder|1921.53
73|Roy|Everyone Poops|1918.79
74|Brodeur|JewChooTrain|1907.77
75|Roy|Nolan, this is Patrick|1905.46
76|Lemieux|Pickle Sunrise *|1903.46
77|Hasek|Thin Blue Laine *|1902.45
78|Niedermayer|Reading Renegades *|1902.1
79|Jagr|Athanasiou Later *|1901.96
80|Bourque|The Ghost of Mike Johnston's Power Play *|1901.51
81|Lemieux|Strawberry Sundin|1901.06
82|Lemieux|The Fasth and the Furious *|1896.29
83|Hasek|Snizzbone|1894.48
84|Chelios|Puck Man *|1894.07
85|Orr|Mighty Red Pandas *|1891.39
86|Leetch|Bunch of Kunitz *|1890.51
87|Lemieux|Endless Love *|1888.72
88|Chelios|100 on My Risto *|1886.91
89|Howe|San Jose Street Sharks|1883.23
90|Yzerman|For the Sweat|1883.08
91|Chelios|Leafs|1881.98
92|Gretzky|Caketown|1880.72
93|Roy|Finnishing Touch|1877.91
94|Chelios|Pawvel Catsyuk *|1876.94
95|Pronger|Team Zissou *|1876.01
96|Leetch|Wicked Wrista *|1869.57
97|Bourque|Dont Fehr the Reaper|1867.41
98|Roy|Halifax Highlanders|1866.81
99|Bourque|Matthews The Saviour *|1863.99
100|Pronger|Churchmoor Caterpies *|1863.97
101|Dionne|Gilmour Girls *|1859.64
102|Yzerman|Bust a Kapanen|1858.54
103|Gretzky|Jussi Djoos|1857.59
104|Orr|Semin Stains|1856.82
105|Gretzky|Tenacious turtles|1853.83
106|Niedermayer|Feel The Burns *|1845.69
107|Yzerman|Human Erasers|1843.86
108|Hasek|The Kessel Run|1842.98
109|Jagr|Toews'd & Kane-fused *|1842.05
110|Orr|2 Girls 1 Kopitar *|1838.92
111|Orr|Just A Wheelerin'|1836.12
112|Hasek|Btchz B Krejci|1827.5
113|Niedermayer|The Jiiive Turkays|1826.41
114|Roy|Don't Puck With Me|1820.44
115|Leetch|Joe Thornton Hat Trick|1817.48
116|Dionne|The Dube Abides|1816.16
117|Lemieux|Crosby Sweaters|1812.8
118|Jagr|Dangletangs IV|1809.92
119|Pronger|Blainville-Boisbriand Armada *|1809.61
120|Dionne|NLF *|1808.93
121|Jagr|Doan of the Dead|1806.61
122|Pronger|KingofRags|1805.17
123|Bourque|Joonas Dogskoi *|1800.89
124|Roy|Dumpster Fire Brigade|1799.79
125|Dionne|Tarasenko de Mayo|1791.64
126|Hasek|falco1002|1785.26
127|Dionne|Easton Fection|1783.75
128|Niedermayer|2 Girls 1 Stanley Cup *|1783.71
129|Lidstrom|Molson Muscle|1782.1
