###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
164|Yzerman|Will Nye The Scoring Guy|1530.03
165|Chelios|The Red Hot Chilly Wings|1529.34
166|Leetch|Pens Perfect Picks *|1523.97
167|Dionne|Bergeron Burgundy|1520.41
168|Lemieux|MacKinn-on your Girl|1515.92
169|Leetch|The Zac Rinaldo All-Stars|1515.87
170|Leetch|Datsyukian Deke|1515.21
171|Jagr|Baby Got Backes|1515.11
172|Lidstrom|Staal tactics *|1514.49
173|Dionne|Stan Mikita's Donuts|1514.31
174|Bourque|Bryzlly Bears|1512.48
175|Lidstrom|Not as Gudas I could be|1511.05
176|Lidstrom|The Price is Wrong|1509.12
177|Yzerman|CTE|1507.77
178|Orr|KappinKurtz|1507.27
179|Bourque|Pretty Fly|1504.91
180|Dionne|Team Ukraine *|1502.01
181|Brodeur|Dubinsky's Garage League|1501.57
182|Brodeur|DontForgetAboutDrai-saitl|1499.25
183|Pronger|Bush Chickens|1492.34
184|Pronger|Grey Ducks|1487.77
185|Chelios|The One You Love To Hate|1485.19
186|Howe|Olli Maata of God|1480.56
187|Leetch|Syracuse Bulldogs|1477.64
188|Chelios|Pass the Dutchy to the Left|1473.9
189|Howe|The Starvin Marvins|1462.98
190|Niedermayer|Jews of Girouxsalem|1461.57
191|Bourque|Trash Pandas|1458.17
192|Howe|Rumble Ponies|1456.52
193|Yzerman|Dangle Snipe Celly|1455.6
194|Lemieux|Hypnotoads|1452.02
195|Niedermayer|Jagrmeister|1447.6
196|Jagr|St. John's Shamrocks|1436.2
197|Jagr|Risky Bryz-ness|1434.14
198|Orr|Ice Roosters|1426.95
199|Leetch|Segsual Seduction|1419.52
200|Brodeur|40-30 Grit Grinders|1414.67
201|Dionne|Tandems|1412.7
202|Howe|Tccoope untitled|1400.8
203|Niedermayer|The Roy|1394.42
204|Bourque|Montreal Dive|1393.95
205|Roy|Ice Follies|1387.96
206|Pronger|The Ponies of Equestria|1379.54
207|Lidstrom|Seattle Sockeye|1372.48
208|Pronger|Drouin your mom|1372.47
209|Lemieux|Big P|1367.87
210|Bourque|Yoooo this is cool|1365.26
211|Niedermayer|Tkachuk E. Cheese|1360.11
212|Bourque|Flop to the top|1351.48
213|Orr|Dumplers|1343.48
214|Niedermayer|Lemuiextillators|1332.53
215|Orr|Mitchler's TBA team|1320.73
216|Lidstrom|Benn Dover|1290.88
217|Pronger|ham slater|1281.66
218|Bourque|EA HHLs new direction|1271.68
219|Chelios|Stud Ranch|1268.54
220|Leetch|Roosters|1178.03
221|Pronger|Bourque de Broue|1164.67
222|Chelios|Miami Weiss|1126.01
223|Lidstrom|Major Lazar|1109.15
224|Niedermayer|Super-Duper Mighty Ducks|1033.31
-----

*A previous rank of NR means the team has most likely changed their name since then - working on a workaround for this.*

