###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Lemieux|DingleBarrie's|jacouzzie|2733.6
2|Gretzky|Noddan HC|noddan|2709.25
3|Hasek|Release the Kraken|RalJTK|2683.7
4|Luuuuuuu|Flying Zambonis|Cannon49|2657.55
5|Roy|Staal It What You Want|akacesfan|2648.25
6|Yzerman|falco1002|chaopw2010|2625.25
7|Niedermayer|Seattle Marners|Rhyme-Thyme|2599.5
8|Luuuuuuu|Licensed to Phil|ovorc|2588.95
9|Roy|Big Johnsons|barrill|2587.65
10|Hasek|Kansas City Redwings|sickboy1965|2580.25
11|Gretzky|Getrektzky|Boboombang|2575.75
12|Gretzky|Josi's Story|SPRX97|2574.5
13|Gretzky|Eat your Cale, kids|bruinhawks|2573.4
14|Yzerman|Vancity Express|nickfrompitt|2571.1
15|Roy|Ogie Ogilthorpe|marcram|2566.9
16|Jagr|Kane You Spare A Dollar|SPEMason|2562.8
17|Gretzky|Denim Chicken|sleeptalkerz|2559.7
18|Gretzky|Hockey Style|tgmills|2541.8
19|Lemieux|No Reimer Reason|Tsunkatse|2534.2
20|Leetch|Make's High Lifes|Big_make|2525.2
21|Gretzky|Tarasenkyu Very Much|ch1zzle|2506.3
22|Dionne|So...Get On Your Way!|Kattsumoto|2504.6
23|Yzerman|Tenacious Turtles|dzibanche|2501.75
24|Lidstrom|The Brockstars|Rawrhock|2494.4
25|Luuuuuuu|Koplin's Spartans|koplin|2483.25
26|Roy|Democratic People's Republic of Kariya|kjohnm|2476.25
27|Jagr|Solar Bears|friendo|2474.2
28|Yzerman|My Eks is Aho|mnm501288|2471.1
29|Luuuuuuu|Cow Tipping Mafia|ImminentFate|2469.3
30|Jagr|And A Seider Chips Please|GusZ|2468.3
31|Gretzky|Kreider Hard|BluntForce19|2466.75
32|Gretzky|Hung out to Drai|concini|2464.15
33|Lidstrom|St. John's Shamrocks|BananApocalypse|2455.75
34|Dionne|How Are Ya Now?|Thomsco|2449.05
35|Gretzky|Rust|benzene96|2440.6
36|Luuuuuuu|Blue Lines Matter|PaperParrot|2438.0
37|Hasek|While My Makar Gently Weeps|Kovellen|2437.25
38|Yzerman|Portland Buckaroos|TooManyPuppies|2434.2
39|Roy|Chicken and Raffls|funkyquasar|2434.1
40|Hasek|Putting On The Foil|Uncledonny|2430.85
41|Leetch|DropTheGloves|DropTheGloves|2428.85
42|Hasek|Peace and Love|JayWilly|2420.95
43|Orr|Spaghetti Monsters|boombohn|2417.3
44|Roy|Connor4Real|gumbosious|2410.15
45|Gretzky|"The King's Spot"|DonPaita|2409.5
46|Luuuuuuu|Five Hole Douches|Douche78|2402.9
47|Dionne|The Ides of Marchand|CTonyJab|2400.45
48|Luuuuuuu|Connor McDavid Had A Team EIEIO|hholysheet|2397.35
49|Luuuuuuu|hotoatmeal|hotoatmeal|2395.2
50|Hasek|Pimpin' Ain't Parise|Woppa|2392.4
51|Dionne|So Gritty!|MorphineSmile|2386.25
52|Lemieux|Oinko-Chokko Milkkonen|yoshirider2709|2382.4
53|Jagr|NY Power Rangers|uh3ckinwotm8|2376.55
54|Howe|Cant think of a pun|ronan00|2371.8
55|Dionne|StraightCashHomie|hockeymax93|2368.2
56|Lemieux|Ponch|ponch101|2365.35
57|Howe|Biscotti's buds|Biscotti|2364.05
58|Niedermayer|Better Call Staal|HurricaneHavoc|2362.55
59|Jagr|Book Hockey|TwoPlanks|2361.05
60|Gretzky|Pettersson Than Revenge|akacesfan|2361.0
61|Hasek|Dumplers|ShinyLeprechaun|2358.05
62|Roy|Asston Mustashews|tom1251|2354.9
63|Gretzky|Queen Anne's Lake Monsters|MWHazard|2354.55
64|Luuuuuuu|Bert and Erne [ now anti-vaxx :( ]|Howe_U_Doin|2347.75
65|Dionne|Fuck I'm Not Doing too well|CasualMetaphor|2346.35
66|Luuuuuuu|Seattle Freeze|christhrowrocks|2344.75
67|Niedermayer|Saint Patrice|corvuskerst|2344.65
68|Roy|Bluth's Bananas|zodiac33|2342.55
69|Dionne|Mystic Coupouns|tweedledunn|2336.85
70|Bourque|What's The Maatta|morkle|2335.55
71|Lemieux|Dumpster Fire Brigade|paularlington|2334.75
72|Jagr|HuberdEau de toilette|hkyplyr|2332.0
73|Jagr|The Larkness Monster|RonDC30|2326.85
74|Hasek|The Pius Goose|leapinliz|2322.15
75|Bourque|Take One|unexpgrav|2313.85
76|Luuuuuuu|Krangberg|boywoods|2312.1
77|Howe|Coyle's Aho|The_Irelander|2311.85
78|Hasek|Get CTE or Die Tryin'|dorsia|2307.75
79|Hasek|Yaheardwperd|yaheardwperd|2306.7
80|Howe|The Green Bastards|Canadianheel|2305.3
81|Dionne|Bar Down|Minnesnota|2305.1
82|Roy|RIP Heatley's Ferrari|SHTTNwTHINKIN|2297.05
83|Luuuuuuu|Good Will Bunting|TwistedEdge|2290.7
84|Jagr|Phascolarctos Cinereus|BOBROVSKY|2287.8
85|Roy|tooslow|tooproforyou|2286.45
86|Howe|Letterkenny Irish|D0WNW4rD|2285.15
87|Niedermayer|Lock Monsters|ksteadsrus|2240.9
88|Dionne|Asston Mustachews|cromz|2231.85
89|Orr|Net, Sticks and Chill|bwemonts|2229.1
90|Bourque|The Kessel Run|DeliveryDuck|2225.1
91|Lidstrom|One Kessticles|maverickxm2|2223.75
92|Hasek|Chaos HC|ckroyal92|2221.8
93|Roy|South Detroit Journeymen|Scooterkid|2219.3
94|Niedermayer|Mackinnon Aho|WaterAndSand|2216.1
95|Bourque|Don't Forget About Drai-saitl.|antaresiv|2210.55
96|Howe|Melnyk's Old Liver|Coyle1096|2206.8
97|Lemieux|Bunch of Kunitz|yalittlehip|2206.15
98|Howe|Pay Cheque|ndjolt02|2206.0
99|Howe|Glass of Marleau|MrMikeySanz|2205.4
100|Howe|Swing Low Sweet Chiarot|slaw47|2202.3
101|Yzerman|YourMomCantSpell|yourmomcantspel|2195.8
102|Lemieux|Surpsu|Surpsu|2193.9
