###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Chelios|Seattle Freeze|christhrowrocks|2202.9
2|Jagr|Swing Low, Sweet Chiarot|leapinliz|2115.5
3|Hasek|Noddan HC|noddan|2114.15
4|Orr|Queen Anne's Lake Monsters|MWHazard|2113.45
5|Dionne|RalJTK's Team|RalJTK|2092.0
6|Jagr|Licensed to Phil|ovorc|2085.5
7|Yzerman|Yaheardwperd|yaheardwperd|2066.9
8|Leetch|Chicken and Raffls|funkyquasar|2064.25
9|Freddie-Hutton|Letangry Birds|russtyj|2054.05
10|Gretzky|Eat your Cale, kids|bruinhawks|2051.05
11|Yzerman|Putting On The Foil|Uncledonny|2033.3
12|Hasek|Kreider Hard|BluntForce19|2029.65
13|Howe|Ogie Ogilthorpe|marcram|2028.05
14|Gretzky|hbt|onegaishimasu|2020.85
15|Howe|Russian Gas|JayWilly|2018.25
16|Hasek|Big Johnsons|barrill|2016.55
17|Gretzky|Fowler Power|VoodooSteve|2013.9
18|Roy|The Manthalorian|sickboy1965|2012.95
19|Lidstrom|How Are Ya Now?|Thomsco|2010.15
20|Gretzky|Josi's Story|SPRX97|2008.55
21|Hasek|Bar Down|Minnesnota|2004.65
22|Yzerman|Blue Lines Matter|PaperParrot|1988.55
23|Howe|CovidTimeHockey|hholysheet|1984.75
24|Lemieux|Hicks Hackin' Darts|Cyperone|1978.25
25|Roy|Denim Chicken|sleeptalkerz|1954.2
26|Freddie-Hutton|Koplin's Spartans|koplin|1952.55
27|Roy|NHL Bubble Boy|boywoods|1952.45
28|Freddie-Hutton|Never Go Full Tkachuk|DonPaita|1952.15
29|Howe|Cow Tipping Mafia|ImminentFate|1947.6
30|Gretzky|Tarasenkyu Very Much|ch1zzle|1943.05
31|Dionne|South Detroit Journeymen|Scooterkid|1942.75
32|Leetch|DingleBarrie's|jacouzzie|1940.65
33|Freddie-Hutton|Dumplers|ShinyLeprechaun|1939.8
34|Freddie-Hutton|Democratic People's Republic of Kariya|kjohnm|1935.55
35|Roy|Bluth's Bananas|zodiac33|1929.65
36|Hasek|MirrorHall|akacesfan|1927.95
37|Lidstrom|District 5|MashBano|1926.65
38|Chelios|Toronto Center of the Universe|CasualMetaphor|1926.15
39|Gretzky|The Ides of Marchand|concini|1923.9
40|Freddie-Hutton|Boats Boats Boats|ckroyal92|1918.3
41|Hasek|Bert Ehn Erne|Howe_U_Doin|1918.1
42|Roy|NurseSharks|fidel-catstro|1916.55
43|Dionne|Asston Mustachews|tom1251|1911.85
44|Freddie-Hutton|Storm the Capitals /s|BOBROVSKY|1910.85
45|Gretzky|Rust|benzene96|1908.5
46|Roy|TBA|Coyle1096|1904.15
47|Gretzky|PartyKane|selcio44|1902.05
48|Freddie-Hutton|Robin Hrood|hotoatmeal|1900.55
49|Chelios|Solar Bears|friendo|1895.35
50|Bourque|Cant think of a pun|ronan00|1894.45
51|Gretzky|Objects in the Rear View Miro May Appear Closer Than They Are|Boboombang|1892.35
52|Gretzky|Flying Zambonis|Cannon49|1880.35
53|Jagr|Go Nurse Your Stones|gumbosious|1880.05
54|Lemieux|Strong Coffey|TwistedEdge|1879.45
55|Hasek|Tenacious Turtles|dzibanche|1878.35
56|Roy|Hockey Style|tgmills|1877.8
57|Freddie-Hutton|No Reimer Reason|Tsunkatse|1877.35
58|Gretzky|watch your mouth|tooproforyou|1874.4
59|Hasek|Almost Famous|aleski|1871.3
60|Freddie-Hutton|Book Hockey|TwoPlanks|1870.75
61|Orr|sportsdatastuff.com|derekjohn|1864.0
62|Pronger|Vancity Grit Grinders|nickfrompitt|1860.25
63|Yzerman|ChazMichael's team|ChazMichaels|1857.95
64|Lidstrom|I have no idea what I'm doing|Thatguy91|1852.75
65|Gretzky|So Gritty!|MorphineSmile|1851.05
66|Niedermayer|Portland Buckaroos|TooManyPuppies|1849.2
67|Jagr|Pay Cheque|ndjolt02|1846.85
68|Roy|Dumpster Fire Brigade|paularlington|1846.15
69|Howe|Syracuse Bulldogs|Orbalisk|1840.75
70|Lemieux|Live Laf Love|uh3ckinwotm8|1840.0
71|Niedermayer|Deutschland Danglers|ebay12|1832.0
72|Gretzky|Dear Mr. Fantasy God Mitch Marner|Kovellen|1826.0
73|Jagr|Get CTE or Die Tryin'|dorsia|1825.55
74|Leetch|Buckets of Poutine|WalterRaleigh|1824.35
75|Lidstrom|Soo Greyhounds|MarcBergevin|1823.35
76|Orr|Five Hole Feast|AceJiggy19|1815.05
77|Lemieux|Divorced Guys|bruceitup|1815.0
78|Hasek|Starship Troubas|LesVlads|1799.1
79|Dionne|bradisrad|Bradisrad|1784.7
80|Howe|North Kariya Has Nukes|kyriosa|1782.3
81|Gretzky|Tkachuk Norris|Twitty|1781.0
