###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
1|Lidstrom|Jagr Bomb|2906.56
2|Gretzky|Horton Hears a Who!|2874.24
3|Lemieux|Alexander Radiculous' Team|2828.65
4|Yzerman|Damper Than Moist|2812.6
5|Chelios|Snizzbone|2800.84
6|Brodeur|Lubo Sucks|2785.41
7|Dionne|Dumpster Fire Brigade|2784.09
8|Dionne|Ginger Geesus's Grilled Cheeses|2743.93
9|Hasek|Everyone Poops|2724.02
10|Lemieux|The Cake Eaters|2708.06
11|Chelios|Stan Mikita's Donuts|2700.77
12|Leetch|Go Puck Yourself|2693.18
13|Gretzky|Tarasenkyu Very Much|2686.94
14|Roy|King of the Kessel|2684.83
15|Gretzky|Nailing Yaks|2682.01
16|Hasek|All Down The Laine|2666.46
17|Jagr|falco1002|2661.87
18|Gretzky|One Kessticles|2643.95
19|Brodeur|Book Hockey|2624.44
20|Leetch|Clemens HC|2623.78
21|Jagr|The Big Pavelski|2615.55
22|Hasek|NurseSharks|2615.31
23|Pronger|Doughty Didn't Deserve The Norris|2614.81
24|Leetch|kyOh|2601.65
25|Yzerman|Hattrick Pornqvist|2596.12
26|Lemieux|bob says NYET|2589.13
27|Roy|Btchz B Krejci|2585.41
28|Brodeur|Mackinnon Out Burger|2580.38
29|Roy|Kreider Hard|2578.09
30|Orr|PassTheCulpepper|2571.45
31|Gretzky|Hiller Youth|2570.48
32|Jagr|Penners Pancakes|2563.76
33|Pronger|Bust a Kapanen|2561.71
34|Brodeur|Parise Taught Me|2560.71
35|Bourque|Bryan Rust and the Rusty Plugs|2546.66
36|Hasek|Finnishing Touch|2546.58
37|Orr|Goaltender Interference|2543.23
38|Gretzky|Pimpin' Ain't Parise|2536.01
39|Dionne|macerating toilet|2535.86
40|Niedermayer|Tokyo Sandblasters|2535.03
41|Hasek|Pikachubban|2534.03
42|Lidstrom|The Larkness Monster|2522.46
43|Orr|Team North Americarambe|2513.3
44|Yzerman|RIP Heatley's Ferrari|2512.87
45|Gretzky|Frolunda HC|2507.47
46|Brodeur|Pickle High-Noon|2507.46
47|Gretzky|Denim Chicken|2505.19
48|Hasek|JewChooTrain|2503.06
49|Roy|Konecnywa|2499.03
50|Jagr|Sticks out for Harambe|2498.3
51|Bourque|Democratic People's Republic of Kariya|2493.2
52|Pronger|M&Ms|2490.93
53|Niedermayer|St. John's Shamrocks|2490.09
54|Brodeur|Wrath of Joe McGrath|2480.91
55|Hasek|Acting Like Aho|2479.95
56|Roy|The Ides of Marchand|2475.38
57|Chelios|North Stars|2471.88
58|Lemieux|Generic Hockey Pun|2461.01
59|Jagr|Bar Down|2458.49
60|Gretzky|Cell Phones and Plane Tickets|2457.12
61|Lidstrom|Ruh Oh...|2455.48
62|Howe|Giroux've Gotta Be Kidding Me!|2455.12
63|Brodeur|Andre and the Goons|2455.05
64|Bourque|Vancouver Voodoo|2454.36
65|Roy|Karl on my Wayward Sson|2444.29
66|Yzerman|Hash Hockey|2443.43
67|Brodeur|Sheahan's Shillelaghs|2440.82
68|Gretzky|Flying Zambonis|2439.66
69|Dionne|40-30 Grit Grinders|2439.05
70|Leetch|xMrSleepyx|2437.47
71|Brodeur|Tarasenkyour Battleship|2432.9
72|Roy|Mystic Coupons|2432.61
73|Brodeur|Non-stop Saadomy|2429.72
74|Yzerman|The Red Hot Chilly Wings|2428.6
75|Roy|Halak Ness Monster|2419.87
