###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Roy|Tarasenkyu Very Much|ch1zzle|3952.24
2|Yzerman|Benn there, Domi that|aleski|3855.43
3|Lemieux|The aRISTOcrats|benzene96|3825.08
4|Roy|Josi's Story|SPRX97|3816.35
5|Brodeur|Kreider Hard|BluntForce19|3814.59
6|Roy|Wrath of Joe McGrath|LAGunsHockey|3784.03
7|Chelios|Cow Tipping Mafia|ImminentFate|3747.22
8|Gretzky|Getrektzky|Boboombang|3737.17
9|Yzerman|Bar Down|Minnesnota|3679.58
10|Howe|Feel my Rask|Snakewing2000|3678.4
11|Howe|Athanaseeyoul8er|Howe_U_Doin|3668.63
12|Lemieux|Look What Yeo Made Me Do|akacesfan|3666.29
13|Jagr|Big Johnsons|barrill|3661.11
14|Roy|Book Hockey|TwoPlanks|3657.09
15|Jagr|Jarg 17-18|VoodooSteve|3649.34
16|Gretzky|Frolunda HC|FCBcn19|3648.58
17|Hasek|Don't Stop 'Til You Get Phaneuf|Kovellen|3646.72
18|Gretzky|Burns baby Burns|russtyj|3642.26
19|Yzerman|Democratic People's Republic of Kariya|kjohnm|3635.66
20|Gretzky|Nailing Yaks|noddan|3615.74
21|Brodeur|Horton Hatches The Egg|Kattsumoto|3601.64
22|Leetch|Paidat|DonPaita|3598.19
23|Lidstrom|Crazy L Gorillas|CrazyLGorillas|3596.65
24|Gretzky|Denim Chicken|sleeptalkerz|3584.54
25|Pronger|The Matthews 4-Drops|Hit4Four|3568.7
26|Hasek|Northern Guard|D_ho|3563.88
27|Gretzky|Pimpin' Ain't Parise|Woppa|3549.89
28|Brodeur|bob says NYET|zachf13|3541.81
29|Yzerman|Doughty Didn't Deserve The Norris|dorsia|3540.57
30|Lidstrom|DingleBarrie's|jacouzzie|3527.39
31|Bourque|The Ghost of Mike Johnston's Power Play|pfy5002|3526.0
32|Dionne|Andre and the Goons|hotoatmeal|3523.55
33|Howe|Pucking Fricks|Red_Dragons|3520.4
34|Lemieux|Straight Cash Homie|hockeymax93|3509.59
35|Hasek|Hart@Yak|Twitty|3500.57
36|Gretzky|One Kessticle|maverickxm2|3498.3
37|Howe|Sassy Glove Save|dkpatrick|3485.34
38|Pronger|Red Wing High Five|kraaly53|3474.13
39|Gretzky|Flying Zambonis|Cannon49|3472.74
40|Howe|Double Bennetration|The_Irelander|3462.32
41|Brodeur|The Cake Eaters|KyleCamelot|3462.14
42|Howe|The Larkness Monster|RonDC30|3451.73
43|Jagr|Athanasiou Later|MackLoud|3450.86
44|Orr|Century Mews|That70sUsername|3448.0
45|Gretzky|Koekkoek for Cocoa Puffs|leapinliz|3439.89
46|Leetch|Wicked Wrista|jdballa|3434.22
47|Niedermayer|ponch|ponch101|3432.38
48|Hasek|Good Kid, S.A.A.D City|thefullpython|3430.09
49|Lemieux|Up and Around the Benn|jagoe_unchained|3424.63
50|Hasek|Thin Blue Laine|M0ralHazard|3413.66
51|Chelios|Starship Troubas|LesVlads|3411.91
52|Gretzky|Jussi Djoos|PieRhett|3410.51
53|Hasek|Drouin it Boeser|boywoods|3409.28
54|Yzerman|Mystic Coupons|tweedledunn|3407.24
55|Yzerman|Sgt. Bobrovsky's Squadron|zodiac33|3404.19
56|Roy|Divorced Guys|bruceitup|3400.61
57|Bourque|Ass Kickers United|readytofall|3397.9
58|Orr|Mighty Red Pandas|sonicbanana47|3393.74
59|Hasek|The Kessel Run|MorphineSmile|3393.51
60|Brodeur|RIP Heatley's Ferrari|SHTTNwTHINKIN|3387.33
61|Roy|Bozak Yellow|ovorc|3375.8
62|Dionne|Thin Ice|Do_Not_Look_Up|3375.09
63|Jagr|Glatt Attack|yourmomcantspel|3370.37
64|Gretzky|Do as I Seguin, Not as I Drouin|concini|3367.52
65|Hasek|Btchz B Krejci|3LaWs-S4fe|3355.96
66|Roy|Finnishing Touch|jvesanto|3354.14
67|Brodeur|King of the Kessel|mnm501288|3346.72
68|Hasek|Witty Team Namestnikov|Goldenhawk07|3337.85
69|Dionne|Gilmour Girls|hurrikkaine|3326.17
70|Roy|Nolan, this is Patrick|Coyle1096|3320.72
71|Dionne|abcSpectacular|abcSpectacular|3317.78
72|Bourque|The Great Wall Of St. Paul|StuffAndMore|3313.9
73|Chelios|Pawvel Catsyuk|LeiHolGos|3309.51
74|Jagr|Dangletangs IV|biggy_dooberman|3307.71
75|Lemieux|Pickle Sunrise|egghead123|3307.49
76|Lemieux|The Fasth and the Furious|MrMikeySanz|3297.0
77|Pronger|The Geeky Economists|geeky_economist|3296.1
78|Roy|Everyone Poops|JayWilly|3292.15
79|Gretzky|Caketown|caketown|3291.88
80|Brodeur|Glory Five-Hole|SPEMason|3290.46
81|Orr|Torts Reform|hockeyisgood|3286.49
82|Chelios|100 on My Risto|MrThejarret|3283.86
83|Roy|Henrik & Gustav Go to Little Caesars|sickboy1965|3282.34
84|Roy|Don't Puck With Me|bruinhawks|3271.17
85|Lemieux|Strawberry Sundin|kyOh|3259.89
86|Bourque|Hartford Gougers|crazyolmaurice|3259.22
87|Gretzky|Tenacious turtles|dzibanche|3259.11
88|Pronger|Team Zissou|ska5fe|3255.65
89|Niedermayer|South Detroit Journeymen|Scooterkid|3254.45
90|Gretzky|NurseSharks|fidel-catstro|3246.47
91|Hasek|Hiller Did Nothing Wrong|windjackass|3235.41
92|Brodeur|JewChooTrain|JewChooTrain|3223.46
93|Lidstrom|Molson Muscle|Hayzer13|3219.06
