###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Jagr|watch your mouth|tooproforyou|4888.25
2|Gretzky|Tarasenkyu Very Much|ch1zzle|4782.75
3|Yzerman|Bar Down|Minnesnota|4728.85
4|Jones-Allen|Raging Joner|onegaishimasu|4694.75
5|Jones-Allen|Eat your Cale, kids|bruinhawks|4675.4
6|Gretzky|Getrektzky|Boboombang|4656.85
7|Dionne|Hockey Style|tgmills|4631.2
8|Jones-Allen|Gerald McBoing-Boing|Kattsumoto|4617.75
9|Dionne|Book Hockey|TwoPlanks|4609.65
10|Roy|"Life has Pastas By"|benzene96|4585.55
11|Bourque|Big Daddy Wheels|Joel249|4582.15
12|Lidstrom|Dubois are back in town.|BOBROVSKY|4576.2
13|Hasek|Wrath of Joe McGrath|LAGunsHockey|4565.0
14|Leetch|Party Kane|selcio44|4521.85
15|Chelios|Asston Mustachews|tom1251|4506.45
16|Orr|Ogie Ogilthorpe|marcram|4502.45
17|Gretzky|https://streamable.com/73ksy|VoodooSteve|4487.4
18|Lidstrom|Oscar Meier Weiners|jsnow88|4485.0
19|Howe|Big Johnsons|barrill|4454.4
20|Yzerman|NurseSharks|fidel-catstro|4419.75
21|Gretzky|Tkachuk Norris|Twitty|4409.2
22|Gretzky|Dude, Where's Makar?|SPRX97|4384.6
23|Hasek|Denim Chicken|sleeptalkerz|4379.1
24|Yzerman|Koplin's Spartans|koplin|4376.25
25|Yzerman|Ovi O's|ShinyLeprechaun|4375.9
26|Niedermayer|Bonafide Stallion|corvuskerst|4360.25
27|Pronger|Chogoris White Scars|AngNazgul|4358.5
28|Orr|Tokyo Sandblasters|phillyCHEEEEEZ|4354.6
29|Jones-Allen|Hintz Me Baby One More Time|dkpatrick|4354.55
30|Dionne|Drunk Ovi|hotoatmeal|4352.65
31|Gretzky|Lord Tavares, Master of Spiders|concini|4345.1
32|Leetch|ZavCongratz|Wuibot|4344.4
33|Roy|All She Wants to Do Is Dansk|Kovellen|4343.15
34|Lemieux|Pepe Silvia|boywoods|4333.95
35|Hasek|Democratic People's Republic of Kariya|kjohnm|4327.4
36|Pronger|ChazMichaels's Team|ChazMichaels|4324.55
37|Howe|Almost Famous|aleski|4298.65
38|Hasek|falco1002|chaopw2010|4297.65
39|Lidstrom|Josi and the pussy cats|BoardControl|4294.55
40|Roy|Coyle1096's Team|Coyle1096|4291.2
41|Roy|Team Zissou|ska5fe|4260.6
42|Roy|Hiroses for Hire|Howe_U_Doin|4248.7
43|Gretzky|I Chabot That You Existed|akacesfan|4248.15
44|Gretzky|Noddan HC|noddan|4246.55
45|Howe|Get CTE or Die Tryin|dorsia|4241.2
46|Pronger|Putting On The Foil|Uncledonny|4240.1
47|Howe|slaw47's Team|slaw47|4234.65
48|Hasek|So Gritty!|MorphineSmile|4230.25
49|Jagr|What's the Yams?|yams18|4228.75
50|Howe|No Reimer Reason|Tsunkatse|4223.4
51|Gretzky|bob says NYET|zachf13|4218.9
52|Hasek|Tenacious Turtles|dzibanche|4217.95
53|Roy|Mystic Coupons|tweedledunn|4216.45
54|Hasek|Flying Zambonis|Cannon49|4215.45
55|Gretzky|Mantha vs. Godzilla|sickboy1965|4215.35
56|Lemieux|BlizzNasty|ckroyal92|4212.1
57|Yzerman|The Larkness Monster|RonDC30|4200.5
58|Hasek|One Kessticles|maverickxm2|4192.3
59|Pronger|Whiskey Jacks|Thunder_Boy|4190.0
60|Dionne|Simek's My PP Jumbo|SPEMason|4184.5
61|Gretzky|Kreider Hard|BluntForce19|4183.15
62|Jones-Allen|Pimpin' Ain't Parise|Woppa|4181.65
