###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
1|Chelios|Snizzbone|1375.93
2|Lemieux|The Cake Eaters|1337.6
3|Dionne|Dumpster Fire Brigade|1331.95
4|Lidstrom|Jagr Bomb|1309.24
5|Jagr|Penners Pancakes|1278.65
6|Gretzky|Horton Hears a Who!|1259.19
7|Lemieux|Alexander Radiculous' Team|1241.68
8|Roy|King of the Kessel|1239.63
9|Jagr|The Big Pavelski|1236.84
10|Niedermayer|Tokyo Sandblasters|1235.54
11|Brodeur|Lubo Sucks|1224.82
12|Chelios|Stan Mikita's Donuts|1216.71
13|Dionne|macerating toilet|1214.6
14|Yzerman|Hattrick Pornqvist|1214.06
15|Gretzky|Nailing Yaks|1208.28
16|Yzerman|Damper Than Moist|1208.03
17|Roy|Kreider Hard|1207.23
18|Orr|PassTheCulpepper|1206.03
19|Hasek|Everyone Poops|1203.94
20|Lidstrom|OK Blue Jays|1201.56
21|Leetch|kyOh|1194.78
22|Gretzky|Frolunda HC|1189.41
23|Leetch|Go Puck Yourself|1188.62
24|Gretzky|Pimpin' Ain't Parise|1187.43
25|Brodeur|Pickle High-Noon|1184.22
26|Hasek|JewChooTrain|1181.4
27|Leetch|xMrSleepyx|1180.73
28|Gretzky|Hiller Youth|1180.07
29|Hasek|Pikachubban|1178.16
30|Hasek|All Down The Laine|1176.82
31|Gretzky|Tarasenkyu Very Much|1174.93
32|Brodeur|Tarasenkyour Battleship|1174.4
33|Brodeur|Sheahan's Shillelaghs|1172.21
34|Orr|Goaltender Interference|1171.83
35|Brodeur|Wrath of Joe McGrath|1170.65
36|Gretzky|Denim Chicken|1167.98
37|Dionne|Krejci Train|1167.46
38|Lidstrom|The Larkness Monster|1154.63
39|Howe|Flop To The Top|1154.19
40|Pronger|M&Ms|1151.72
41|Brodeur|Mackinnon Out Burger|1151.64
42|Bourque|Vancouver Voodoo|1146.56
43|Lemieux|Gilmour Girls|1143.06
44|Roy|The Ides of Marchand|1142.83
45|Brodeur|Book Hockey|1138.49
46|Dionne|Ginger Geesus's Grilled Cheeses|1137.02
47|Bourque|Bryan Rust and the Rusty Plugs|1129.35
48|Jagr|falco1002|1126.69
49|Leetch|Clemens HC|1118.2
50|Roy|Btchz B Krejci|1115.53
