###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Jagr|watch your mouth|tooproforyou|4080.25
2|Gretzky|Getrektzky|Boboombang|4007.5
3|Gretzky|Tarasenkyu Very Much|ch1zzle|4003.55
4|Jones-Allen|Raging Joner|onegaishimasu|3975.3
5|Yzerman|Bar Down|Minnesnota|3957.45
6|Jones-Allen|Eat your Cale, kids|bruinhawks|3939.95
7|Jones-Allen|Gerald McBoing-Boing|Kattsumoto|3925.85
8|Hasek|Wrath of Joe McGrath|LAGunsHockey|3887.85
9|Dionne|Hockey Style|tgmills|3835.75
10|Lidstrom|Dubois are back in town.|BOBROVSKY|3825.5
11|Bourque|Big Daddy Wheels|Joel249|3816.6
12|Gretzky|Dude, Where's Makar?|SPRX97|3814.2
13|Dionne|Book Hockey|TwoPlanks|3809.55
14|Orr|Ogie Ogilthorpe|marcram|3776.65
15|Roy|"Life has Pastas By"|benzene96|3772.25
16|Leetch|Party Kane|selcio44|3759.8
17|Chelios|Asston Mustachews|tom1251|3753.35
18|Lidstrom|Oscar Meier Weiners|jsnow88|3748.1
19|Gretzky|https://streamable.com/73ksy|VoodooSteve|3747.2
20|Gretzky|Tkachuk Norris|Twitty|3746.05
21|Dionne|Drunk Ovi|hotoatmeal|3723.45
22|Yzerman|Koplin's Spartans|koplin|3722.65
23|Howe|Big Johnsons|barrill|3721.05
24|Roy|Hiroses for Hire|Howe_U_Doin|3716.45
25|Yzerman|NurseSharks|fidel-catstro|3713.5
26|Howe|Almost Famous|aleski|3706.25
27|Pronger|Chogoris White Scars|AngNazgul|3700.75
28|Niedermayer|Bonafide Stallion|corvuskerst|3688.6
29|Hasek|Denim Chicken|sleeptalkerz|3683.3
30|Leetch|ZavCongratz|Wuibot|3681.3
31|Yzerman|Ovi O's|ShinyLeprechaun|3675.4
32|Roy|All She Wants to Do Is Dansk|Kovellen|3664.35
33|Orr|Tokyo Sandblasters|phillyCHEEEEEZ|3641.9
34|Gretzky|Lord Tavares, Master of Spiders|concini|3634.65
35|Roy|Team Zissou|ska5fe|3634.15
36|Lemieux|BlizzNasty|ckroyal92|3625.25
37|Lemieux|Pepe Silvia|boywoods|3623.25
38|Hasek|falco1002|chaopw2010|3606.4
39|Jones-Allen|Hintz Me Baby One More Time|dkpatrick|3604.8
40|Jagr|What's the Yams?|yams18|3602.65
41|Howe|Get CTE or Die Tryin|dorsia|3598.25
42|Roy|Coyle1096's Team|Coyle1096|3596.8
43|Lidstrom|Josi and the pussy cats|BoardControl|3593.6
44|Chelios|Dead Wings|piddles59|3591.55
45|Hasek|Democratic People's Republic of Kariya|kjohnm|3586.9
46|Howe|No Reimer Reason|Tsunkatse|3577.05
47|Gretzky|Kreider Hard|BluntForce19|3566.0
48|Pronger|ChazMichaels's Team|ChazMichaels|3564.65
49|Gretzky|bob says NYET|zachf13|3563.75
50|Yzerman|The Larkness Monster|RonDC30|3562.6
51|Jones-Allen|Pimpin' Ain't Parise|Woppa|3559.9
52|Hasek|Tenacious Turtles|dzibanche|3553.8
53|Hasek|One Kessticles|maverickxm2|3547.45
54|Pronger|Whiskey Jacks|Thunder_Boy|3546.8
55|Leetch|panzon's Team|donats15|3545.4
56|Lidstrom|Dude, Where's Makar?|PorcupineGuy|3539.0
57|Dionne|RalJTK's Team|RalJTK|3538.85
58|Leetch|Kb85's Team|Kb85|3538.4
59|Pronger|Putting On The Foil|Uncledonny|3534.3
60|Gretzky|Licensed to Phil|ovorc|3533.1
61|Gretzky|Noddan HC|noddan|3527.2
62|Leetch|Kurwa|Adzki|3512.75
63|Hasek|Flying Zambonis|Cannon49|3502.9
64|Roy|Mystic Coupons|tweedledunn|3501.65
65|Hasek|So Gritty!|MorphineSmile|3495.55
66|Howe|Divorced Men|yourmomcantspel|3492.9
67|Gretzky|I Chabot That You Existed|akacesfan|3483.45
68|Howe|GingaNinja3113's Team|GingaNinja3113|3482.1
69|Dionne|Simek's My PP Jumbo|SPEMason|3480.35
70|Howe|slaw47's Team|slaw47|3476.45
71|Roy|Bluth's Bananas|zodiac33|3470.85
72|Jones-Allen|Ruutu to Tootoo|DonPaita|3469.35
73|Niedermayer|Creapolus's Team|Creapolus|3455.2
74|Gretzky|Owen6|russtyj|3453.25
75|Jagr|Starship Troubas|LesVlads|3448.5
76|Howe|Frolunda HC|FCBcn19|3446.9
77|Niedermayer|Kingdom Hart|Foley23|3442.7
78|Bourque|Just Winging It|DeepFriedGoose|3440.25
79|Roy|Cow Tipping Mafia|ImminentFate|3439.95
80|Yzerman|JewChooTrain|JewChooTrain|3433.95
81|Jones-Allen|Pucking Fricks|Red_Dragons|3431.15
82|Niedermayer|The Nose Knows|Bradisrad|3428.15
83|Gretzky|Mantha vs. Godzilla|sickboy1965|3417.45
84|Roy|Kreidin Dirty|bruceitup|3417.15
85|Chelios|Sun Devil Ducks|ANADucks98|3404.45
86|Lidstrom|you're back on the force, bobrovsky|thescientist120|3393.45
87|Gretzky|Nashville Perdators|yaheardwperd|3391.6
88|Jagr|Dumpster Fire Brigade|paularlington|3385.1
89|Lemieux|I Just Met You, This is Krejci|itsme242|3383.35
90|Dionne|Five hole douches|Douche78|3380.65
91|Chelios|Scrunts23's Team|Scrunts23|3372.7
92|Lemieux|ponch101's Team|ponch101|3371.1
93|Niedermayer|The First Year Fumblers|Zetterburger|3370.7
94|Lemieux|No Regretzkys!|The_Irelander|3370.05
95|Jones-Allen|The Ides of Marchessault|leapinliz|3367.75
96|Orr|NOBODY BEATS KURT WYLDE|Cyperone|3365.4
97|Dionne|Up and Around the Benn|jagoe_unchained|3361.5
98|Orr|Jepeetos|Jepeeto|3353.0
99|Lemieux|Chiasson Dragons|Bearchrist|3348.2
100|Roy|South Detroit Journeymen|Scooterkid|3347.5
101|Niedermayer|Too Hot To Yandle|gumbosious|3328.95
102|Hasek|Beans|ClayBeans|3328.9
103|Jagr|Surpsu's Team|Surpsu|3317.5
104|Howe|Poope Hintz|pfy5002|3317.35
105|Dionne|Doughty Little Secret|Kb85|3313.65
106|Jones-Allen|MacKinnon Ur Girl|wtfover021|3311.85
107|Pronger|Livin' on a Parayko|sinfolaw|3311.35
108|Howe|Bk1689|Bk1689|3309.8
109|Leetch|he came he licked he conquered|east12|3307.55
110|Hasek|Hayzer|Hayzer13|3303.75
111|Roy|Dont Fehr the Reaper|RBHoneyBadger|3300.7
112|Howe|Mike Tyson Buries It...Again!|kyriosa|3294.6
113|Jagr|Why Not Zoidtterberg|Brazenhead|3288.9
114|Bourque|Strawberry Seahorse|ibjeffe|3286.55
115|Bourque|Fargo Frostbite|HuskerVol716|3284.45
116|Dionne|Lock Monsters|ksteadsrus|3244.8
117|Pronger|The Green Bastards|Canadianheel|3242.6
118|Lemieux|RIP Heatley's Ferrari|SHTTNwTHINKIN|3237.15
119|Lemieux|Kariya DPR|aromatickoala|3224.3
120|Leetch|Krusty Krabs|Take Over|3223.5
121|Hasek|Penners House of Pancakes|Ebuff89|3221.5
122|Jagr|Kovalchuck Me Off A Cliff|Mdhemp|3220.0
123|Orr|How much wood could a Tkachuk Chuck|hindersurprise|3218.15
124|Jagr|Mudbugs|brown4se|3213.3
125|Orr|Rusticles's Team|Rusticles|3211.0
126|Jagr|DreDay084's Team|DreDay084|3208.55
127|Yzerman|Dangletangs VI|biggy_dooberman|3207.7
128|Jones-Allen|Anthanasiou Later|Azotherian|3202.4
129|Chelios|Capital Stars|BenPM64|3198.6
130|Dionne|It Doesn't Maatta!|TwistedEdge|3184.1
131|Yzerman|Churchmoor Caterpies|LtGerbil|3179.05
132|Jones-Allen|Brad Attitude|xMrSleepyx|3176.75
133|Dionne|JayWilly's Team|JayWilly|3176.65
