###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Roy|Letangry Birds|russtyj|2133.01
2|Lidstrom|The Wrath of Grapes|PaperParrot|2105.63
3|Pronger|Ral|RalJTK|2069.7
4|Bourque|HBT|onegaishimasu|2059.48
5|Yzerman|South Detroit Journeymen|Scooterkid|2030.57
6|Price-Murray|Jagged Little Phil|ovorc|2028.89
7|Price-Murray|Pimpin' Ain't Parise|Woppa|2026.39
8|Gretzky|#FreeWilly|SPRX97|2023.65
9|Hasek|Tenacious Turtles|dzibanche|2010.35
10|Chelios|Rebels|Ragonster|2008.77
11|Yzerman|Don't Give a Puck|bruinhawks|2005.29
12|Pronger|woppaspoppa|tooproforyou|1987.51
13|Lemieux|Gritty's Goon Squad|Coyle1096|1976.63
14|Gretzky|Like a Boeser|Boboombang|1973.51
15|Hasek|Benn Laden|SPEMason|1967.71
16|Chelios|Bread winner|ripitup83|1961.92
17|Gretzky|Shot Through The Reinhart|benzene96|1952.97
18|Roy|Pucking Fricks|Red_Dragons|1949.47
19|Howe|MacKinnon Ur Girl.|wtfover021|1945.92
20|Chelios|Hockey Style|tgmills|1944.13
21|Jagr|Starship Troubas|LesVlads|1939.43
22|Howe|Feel the Burns|Beaups|1924.23
23|Bourque|TeamNameRequired|birdrib|1924.02
24|Hasek|Team Zazu|boywoods|1921.06
25|Roy|Kling of the Hill|dkpatrick|1912.79
26|Jagr|Team Name|ClayBeans|1911.47
27|Price-Murray|Dekeyser Wilhelm|sickboy1965|1910.59
28|Price-Murray|Cow Tipping Mafia|ImminentFate|1898.23
29|Hasek|bob says NYET|zachf13|1892.77
30|Gretzky|Tarasenkyu Very Much|ch1zzle|1889.87
31|Gretzky|Denim Chicken|sleeptalkerz|1889.81
32|Gretzky|Kreider Hard|BluntForce19|1882.28
33|Howe|The Bottle Police|Ned98|1880.45
34|Dionne|Don't Fehr the Reaper|RBHoneyBadger|1870.11
35|Roy|Wrath of Joe McGrath|LAGunsHockey|1865.22
