###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
1|Chelios|Snizzbone|1179.8
2|Dionne|Dumpster Fire Brigade|1123.23
3|Jagr|Penners Pancakes|1121.56
4|Lemieux|The Cake Eaters|1120.46
5|Lidstrom|Jagr Bomb|1088.69
6|Lemieux|Alexander Radiculous' Team|1067.64
7|Dionne|macerating toilet|1067.19
8|Gretzky|Horton Hears a Who!|1053.81
9|Yzerman|Damper Than Moist|1048.47
10|Gretzky|Nailing Yaks|1038.51
11|Leetch|xMrSleepyx|1030.3
12|Gretzky|Frolunda HC|1028.4
13|Hasek|Everyone Poops|1024.58
14|Chelios|Stan Mikita's Donuts|1024.06
15|Brodeur|Pickle High-Noon|1015.91
16|Orr|PassTheCulpepper|1015.36
17|Roy|King of the Kessel|1014.2
18|Yzerman|Hattrick Pornqvist|1013.75
19|Niedermayer|Tokyo Sandblasters|1012.37
20|Roy|Kreider Hard|1011.87
21|Gretzky|Denim Chicken|1010.44
22|Brodeur|Lubo Sucks|1009.91
23|Orr|Goaltender Interference|1009.91
24|Jagr|The Big Pavelski|1009.76
25|Hasek|JewChooTrain|1008.09
26|Gretzky|Pimpin' Ain't Parise|1002.53
27|Gretzky|Tarasenkyu Very Much|1000.83
28|Leetch|Go Puck Yourself|999.49
29|Bourque|Bryan Rust and the Rusty Plugs|997.61
30|Leetch|kyOh|996.54
31|Gretzky|Hiller Youth|995.91
32|Brodeur|Book Hockey|994.22
33|Yzerman|The Red Hot Chilly Wings|987.07
34|Lidstrom|The Larkness Monster|985.6
35|Brodeur|Tarasenkyour Battleship|984.35
36|Roy|The Ides of Marchand|983.6
37|Lemieux|Gilmour Girls|982.33
38|Jagr|WhoseLineIsItEberle|981.71
39|Dionne|Krejci Train|980.39
40|Pronger|Bust a Kapanen|968.63
41|Bourque|Vancouver Voodoo|966.01
42|Hasek|All Down The Laine|964.84
43|Lidstrom|OK Blue Jays|962.73
44|Brodeur|Mackinnon Out Burger|961.79
45|Yzerman|Kurri Farts|960.44
46|Roy|Konecnywa|956.89
47|Brodeur|Sheahan's Shillelaghs|955.51
48|Gretzky|One Kessticles|952.77
49|Dionne|Ginger Geesus's Grilled Cheeses|951.65
50|Howe|Flop To The Top|951.49
51|Hasek|Pikachubban|948.71
52|Hasek|The JiiiveTurkays|945.26
53|Pronger|Doughty Didn't Deserve The Norris|944.82
54|Bourque|Team Ukraine|944.15
55|Hasek|NurseSharks|942.87
56|Jagr|falco1002|942.36
57|Pronger|M&Ms|941.56
58|Chelios|Bergeron Burgundy|940.37
59|Brodeur|Mint Barrie Crunch|937.0
60|Lidstrom|Ruh Oh...|935.69
61|Roy|Wrath of Grapes|934.99
62|Chelios|Hossas & Mimosas|934.95
63|Leetch|Clemens HC|934.73
64|Howe|Do You Smell What Laraque Is Cookin?|932.93
65|Hasek|Acting Like Aho|930.8
66|Brodeur|Wrath of Joe McGrath|927.72
67|Roy|Doan Look Backes|927.39
68|Yzerman|RIP Heatley's Ferrari|927.18
69|Yzerman|TeamNameRequired|927.18
70|Jagr|Sticks out for Harambe|922.0
71|Bourque|Democratic People's Republic of Kariya|919.82
72|Orr|Stastny & Hutch|918.92
73|Niedermayer|Karlsson 1st Overall|918.69
74|Leetch|Toews in the Water|918.47
75|Dionne|Kronwall of Pain|917.23
76|Yzerman|Hash Hockey|913.27
77|Hasek|Finnishing Touch|913.06
78|Brodeur|Parise Taught Me|911.87
79|Lemieux|I Ain't Seguin She a Gold Digger|910.32
80|Niedermayer|St. John's Shamrocks|909.28
81|Jagr|The Ottawa BeeVees|907.36
82|Howe|Giroux've Gotta Be Kidding Me!|906.94
83|Jagr|Bar Down|906.09
84|Gretzky|Cell Phones and Plane Tickets|904.99
85|Leetch|Vesey scar|904.83
86|Orr|Team North Americarambe|904.42
87|Lemieux|bob says NYET|901.09
88|Howe|Charlottetown Islanders|899.94
89|Roy|Mystic Coupons|897.72
90|Howe|Right in the Pucker|894.84
91|Chelios|Vanek! At The Disco|894.67
92|Howe|Corsi? What Corsi?|894.1
93|Brodeur|Drouination|892.46
94|Roy|Halak Ness Monster|892.26
95|Gretzky|Lizard Wizards|891.51
96|Roy|SportsNewbie|886.54
97|Leetch|San Jose Street Sharks|881.18
98|Orr|Big Trouba in Little Giroux|877.36
99|Roy|Karl on my Wayward Sson|877.26
100|Yzerman|Ghost Bear|877.13
101|Niedermayer|Helle's Belles|875.53
102|Brodeur|Andre and the Goons|875.35
103|Dionne|Endless Love|874.89
104|Niedermayer|Enter Creative Name Here|874.07
105|Roy|Btchz B Krejci|871.11
106|Yzerman|McCoy's Red Army|870.86
107|Pronger|Nasty Ear Wax|868.03
108|Lemieux|Puns not dead|866.48
109|Lidstrom|Double Bennatration|866.26
110|Bourque|Gordie Howe Hatrick|863.98
111|Hasek|Up and Around the Benn|862.35
112|Bourque|Red Star Beijing|860.9
113|Dionne|Crosby Sweaters|860.68
114|Lemieux|Mud Dragons|859.62
