###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Roy|Letangry Birds|russtyj|2701.24
2|Lidstrom|The Wrath of Grapes|PaperParrot|2638.52
3|Bourque|HBT|onegaishimasu|2588.73
4|Price-Murray|Jagged Little Phil|ovorc|2567.9
5|Pronger|Ral|RalJTK|2538.8
6|Gretzky|#FreeWilly|SPRX97|2538.13
7|Yzerman|South Detroit Journeymen|Scooterkid|2518.31
8|Price-Murray|Pimpin' Ain't Parise|Woppa|2502.92
9|Chelios|Bread winner|ripitup83|2491.9
10|Chelios|Rebels|Ragonster|2481.39
11|Howe|Feel the Burns|Beaups|2478.35
12|Gretzky|Shot Through The Reinhart|benzene96|2467.45
13|Hasek|Tenacious Turtles|dzibanche|2455.75
14|Yzerman|Don't Give a Puck|bruinhawks|2448.17
15|Gretzky|Like a Boeser|Boboombang|2443.5
16|Chelios|Hockey Style|tgmills|2429.57
17|Hasek|bob says NYET|zachf13|2427.38
18|Lemieux|Gritty's Goon Squad|Coyle1096|2422.77
19|Leetch|Aggressive Pinching|Advdino|2421.81
20|Price-Murray|Dekeyser Wilhelm|sickboy1965|2418.4
21|Howe|MacKinnon Ur Girl.|wtfover021|2417.0
22|Roy|Pucking Fricks|Red_Dragons|2407.92
23|Jagr|Team Name|ClayBeans|2406.83
24|Gretzky|Tarasenkyu Very Much|ch1zzle|2403.61
25|Gretzky|...Leddy for It?|akacesfan|2403.09
26|Hasek|Benn Laden|SPEMason|2402.85
27|Gretzky|Kreider Hard|BluntForce19|2395.6
28|Roy|Wrath of Joe McGrath|LAGunsHockey|2391.67
29|Hasek|Ruutu to Tootoo|DonPaita|2380.54
30|Jagr|Starship Troubas|LesVlads|2379.12
31|Pronger|woppaspoppa|tooproforyou|2377.53
32|Jagr|Blind, Deaf, and Dumba|SimpsonN1nja|2374.17
33|Bourque|TeamNameRequired|birdrib|2372.11
34|Roy|Drunk Ovi|hotoatmeal|2370.95
35|Hasek|Stammer's Whammers|concini|2367.53
36|Gretzky|Nailing Yaks|noddan|2360.56
37|Gretzky|Denim Chicken|sleeptalkerz|2357.09
38|Price-Murray|Cow Tipping Mafia|ImminentFate|2352.88
39|Price-Murray|https://streamable.com/iva1g|VoodooSteve|2351.25
40|Roy|Kling of the Hill|dkpatrick|2348.79
41|Hasek|Team Zazu|boywoods|2346.59
42|Lemieux|Hayzer|Hayzer13|2340.69
43|Lemieux|Insert Hockey Pun Here|StuffAndMore|2333.02
44|Leetch|Five hole douches|Douche78|2330.91
45|Price-Murray|Democratic People's Republic of Kariya|kjohnm|2325.92
46|Niedermayer|Air Canada|yams18|2325.88
47|Bourque|Phil and Sid's Excellent Adventure|GingaNinja3113|2325.52
48|Chelios|Its A Jukebox Jerry|Gfxprotege|2320.91
49|Yzerman|So Gritty|MorphineSmile|2319.02
50|Dionne|Don't Fehr the Reaper|RBHoneyBadger|2314.99
51|Howe|The Bottle Police|Ned98|2311.59
52|Lemieux|Mystic Coupons|tweedledunn|2310.24
53|Yzerman|Pierre Dorion's All Stars|MackLoud|2310.19
54|Howe|Hypnotoads|elbowes|2307.97
55|Niedermayer|Koplin's Spartans|koplin|2307.57
56|Yzerman|Churchmoor Caterpies|LtGerbil|2303.1
57|Price-Murray|The Larkness Monster|RonDC30|2294.73
58|Lidstrom|Jagrmeister|Bearchrist|2294.3
59|Jagr|Toews'd & Kane-fused|rocking2rush10|2291.47
60|Leetch|twinsora|kyriosa|2290.55
61|Jagr|40-30 Grit Grinders|NoRelationWayne|2289.68
62|Niedermayer|Guy that yells shoot on the powerplay|xacex|2283.24
63|Lemieux|JewChooTrain|JewChooTrain|2280.8
64|Yzerman|Divorced Guys|bruceitup|2275.26
65|Orr|same old sh1t, ya know?|JayWilly|2267.39
66|Dionne|Drunk Shenanigans|xMrSleepyx|2265.37
67|Gretzky|T.Hall & A.Oates|PieRhett|2243.9
68|Hasek|Bluth's Bananas|zodiac33|2238.82
69|Lemieux|Connorrhea|windjackass|2235.05
70|Lidstrom|#MelnykOut|Samsens|2233.14
71|Hasek|Unhealthy Scratches|aleski|2232.84
72|Price-Murray|Frolunda HC|FCBcn19|2231.91
73|Jagr|Torts Reform|hockeyisgood|2223.7
74|Lidstrom|Dumpster Fire Brigade|paularlington|2222.58
75|Bourque|Datsyukian Deke|WaterAndSand|2220.27
76|Yzerman|falco1002|chaopw2010|2215.81
77|Hasek|Ken Holland Sucks|Howe_U_Doin|2215.6
78|Price-Murray|Bar Down|Minnesnota|2213.25
79|Roy|Star-Burns|mnm501288|2212.41
80|Gretzky|One Kessticles|maverickxm2|2209.64
81|Lidstrom|Nylander II: The Quickening|yaheardwperd|2207.24
82|Yzerman|BlizzNasty|ckroyal92|2206.95
83|Pronger|Lokomotiv|Topfuel|2202.72
84|Gretzky|I'm Waiting For The Man-chuk|Kovellen|2194.39
85|Niedermayer|Multiple Scorgasms|randomsportsfan|2192.33
86|Gretzky|Notice Me Horton|Kattsumoto|2188.56
87|Lemieux|Syracuse Bulldogs|Orbalisk|2185.06
88|Price-Murray|Double Bennetration|The_Irelander|2169.14
89|Price-Murray|Btchz B Krejci|3LaWs-S4fe|2165.43
90|Price-Murray|Big Johnsons|barrill|2162.26
91|Roy|Book Hockey|TwoPlanks|2162.09
92|Lemieux|NurseSharks|fidel-catstro|2160.36
93|Yzerman|Ass Kickers United|readytofall|2157.15
94|Orr|Aslan the Lion|LeiHolGos|2154.12
