###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
1|Jagr|pretty decent fantasy hockey team-zx|4692.15
2|Gretzky|Pimpin' Ain't Parise-x|4653.48
3|Brodeur|Cell Phones and Plane Tickets-x|4584.7
4|Hasek|Denim Chicken-x|4555.31
5|Roy|Oh The Places We'll Go!|4522.63
6|Messier|Glengarry Glencross|4520.14
7|Bourque|The Good Times Are Killorn Me-x|4516.56
8|Sakic|Tomas Fleischlights-x|4509.56
9|Yzerman|Now Josi Me, Now You Don't-zx|4507.9
10|Jagr|NO LEAFS!!-x|4494.51
11|Dionne|Krieder Hard-x|4469.66
12|Dionne|Finnishing Touch-x|4450.39
13|Brodeur|KESSEL Me Babeh-x|4434.22
14|Esposito|EXCELlent-zx|4429.21
15|Gretzky|Nailing Yaks|4399.85
16|Roy|Hiller Invades Bolland-z|4396.04
17|Coffey|Lubo Sucks-zx|4392.09
18|Hasek|Flying Zambonis-x|4389.42
19|Esposito|Yippee Oh Paille-x|4386.56
20|Sakic|Phaneuf Said-zx|4371.36
21|Howe|Mystic Coupons-zx|4371.07
22|Dionne|Glweebs-z*|4363.52
23|Gretzky|Tarasenkyu Very Much-x|4349.43
24|Gretzky|Crosby-Laich-Boyes-x|4347.6
25|Roy|Trial By Thryr-x|4342.54
26|Dionne|Nash Rules Everything Around Me-zx|4341.87
27|Lemieux|The Ponies of Equestria-x|4340.19
28|Bourque|Ginger Geesus's Grilled Cheeses|4316.05
29|Lemieux|South City Squash|4298.02
30|Recchi|I'm Voodoo|4263.42
31|Francis|Defibrillators-x|4257.24
32|Roy|Hertl Squad|4253.11
33|Gretzky|Frolunda HC-x|4249.71
34|Roy|Mint Barrie Crunch!|4228.64
35|Gretzky|Tatar Tots-x|4227.46
36|Francis|Talk to me Goose-x|4218.41
37|Francis|Rose City Sinners-x|4207.16
38|Bourque|Kreid'in Dirty-x|4199.25
39|Esposito|I Love You, Hoffybear-x|4194.82
40|Jagr|The Tarasenkshow-x|4193.32
41|Hasek|Toews'd & Kane-fused-x|4189.1
42|Howe|Molemen-x|4188.27
43|Recchi|Mackinnon on your Girl-x|4184.98
44|Gretzky|Tenacious Turtles-zo|4184.62
45|Coffey|Cinnamon Toews Crunch-zx|4182.32
46|Messier|The Jive Turkays-zx|4178.61
47|Brodeur|Up and Around the Benn-z*|4173.79
48|Gretzky|Datsyukian Deke-z|4170.08
49|Yzerman|Ain't no Hall or Backes girl|4170.07
50|Gretzky|Oshie & Him-zo|4161.17
51|Bourque|Yak City-z|4147.58
52|Brodeur|Bitch, Don't Phil My Vibe|4146.11
53|Hasek|JewChooTrain|4137.4
54|Roy|Pickle Sunrise|4127.24
55|Roy|Is This Baseball?-x|4125.55
56|Howe|Wrath of Grapes-x|4123.92
57|Jagr|Hash Hockey-x|4122.39
58|Jagr|falco1002-z*|4114.16
59|Hasek|Elbow Room #41in15|4097.5
60|Brodeur|Can you handle the Yandle?-zo|4090.67
61|Roy|What The Puck-zo|4086.46
62|Hasek|Zetterberg Curve-z|4086.42
63|Brodeur|blackandorangeblackandorange-x|4076.15
64|Messier|Crystal Lake Campers|4074.63
65|Howe|Crosby, Staals & Nash-z*|4074.28
66|Hasek|PuckingFricks|4073.65
67|Lemieux|Strokin' It|4069.29
68|Jagr|King of the Kessel-z*|4053.66
69|Recchi|Giroux've Got to Be Kidding Me-x|4051.04
70|Recchi|Fussy Puckers-x|4045.94
71|Lemieux|McCoy's Red Army-x|4045.43
72|Yzerman|SportsNewbie-x|4044.17
73|Coffey|MikePiazza-z*|4033.45
74|Roy|Neal Kari's Malkin-zo|4033.27
75|Brodeur|Wrath of Joe McGrath-z*|4031.55
76|Roy|Ghost Bear-z|4030.26
77|Hasek|The Rickbreath 40-30s-zo|4027.32
78|Coffey|AGexpress-z*|4024.31
79|Gretzky|RIP Heatley's Ferrari-zo|4011.89
80|Brodeur|Promotion by Dropout-z|4007.91
81|Lemieux|Barrie Mark's Stone-z*|3997.71
82|Recchi|Dr. Draisaitl's Sick Beats-z*|3990.1
83|Francis|TeamNameRequired-zo|3986.0
84|Bourque|Btchz Be Krejci|3978.52
85|Bourque|The Milk Drinkers|3971.81
86|Gretzky|Bieska and Lulongo-zo|3951.31
87|Howe|South Detroit Journeymen-x|3948.93
88|Esposito|WhoseLineIsItEberle-z*|3941.78
89|Dionne|John Scott's All-Stars-z|3941.18
90|Sakic|Another Brick in the Roy-z*|3941.05
91|Gretzky|Drouination-z|3937.71
92|Lemieux|The Judean People's Front-zo|3934.66
93|Brodeur|Krejci Train-z|3934.53
94|Recchi|Shivakamini Somakandarkram-z|3933.19
95|Howe|Charlottetown Islanders-z*|3929.85
96|Francis|HotDogs-z|3927.18
97|Esposito|Morbo-z*|3926.28
