###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Leetch|Kb85's Team|Kb85|681.9
2|Jones-Allen|Eat your Cale, kids|bruinhawks|680.0
3|Dionne|Drunk Ovi|hotoatmeal|672.2
4|Jones-Allen|Gerald McBoing-Boing|Kattsumoto|666.8
5|Gretzky|Tarasenkyu Very Much|ch1zzle|661.1
6|Gretzky|Noddan HC|noddan|661.0
7|Gretzky|https://streamable.com/73ksy|VoodooSteve|659.8
8|Hasek|Wrath of Joe McGrath|LAGunsHockey|658.65
9|Jones-Allen|Raging Joner|onegaishimasu|656.3
10|Lemieux|Pepe Silvia|boywoods|648.8
11|Roy|Kreidin Dirty|bruceitup|640.85
12|Dionne|RalJTK's Team|RalJTK|640.8
13|Lemieux|BlizzNasty|ckroyal92|640.75
14|Yzerman|Ovi O's|ShinyLeprechaun|637.4
15|Pronger|Chogoris White Scars|AngNazgul|636.85
16|Yzerman|Koplin's Spartans|koplin|631.4
17|Bourque|North Kariya|ApologeticBear|627.7
18|Hasek|ClayBeans's Team|ClayBeans|627.15
19|Chelios|Rielly Hammered|Optimal_Hunter|627.15
20|Hasek|Flying Zambonis|Cannon49|625.5
21|Jagr|What's the Yams?|yams18|624.1
22|Howe|Frolunda HC|FCBcn19|622.25
23|Bourque|Big Daddy Wheels|Joel249|622.1
24|Yzerman|Bar Down|Minnesnota|621.65
25|Niedermayer|Bonafide Stallion|corvuskerst|620.2
26|Lidstrom|Oscar Meier Weiners|jsnow88|616.95
27|Hasek|Denim Chicken|sleeptalkerz|616.1
28|Niedermayer|Kingdom Hart|Foley23|615.35
29|Howe|GingaNinja3113's Team|GingaNinja3113|614.65
30|Leetch|Adzki's Team|Adzki|613.55
31|Chelios|Dead Wings|piddles59|611.3
32|Bourque|Weiss Guys|Hail_Aqualung|610.75
33|Howe|Big Johnsons|barrill|610.45
34|Niedermayer|Creapolus's Team|Creapolus|609.85
35|Dionne|Hockey Style|tgmills|609.05
36|Jones-Allen|Hintz Me Baby One More Time|dkpatrick|605.35
37|Pronger|ChazMichaels's Team|ChazMichaels|603.9
38|Gretzky|Dude, Where's Makar?|SPRX97|603.3
39|Gretzky|Licensed to Phil|ovorc|600.0
40|Jagr|watch your mouth|tooproforyou|598.95
41|Lidstrom|Dubois are back in town.|BOBROVSKY|598.75
42|Roy|"Life has Pastas By"|benzene96|598.7
43|Leetch|Party Kane|selcio44|597.25
44|Yzerman|The Larkness Monster|RonDC30|596.65
45|Yzerman|JewChooTrain|JewChooTrain|595.95
46|Howe|Get CTE or Die Tryin|dorsia|595.4
47|Dionne|Book Hockey|TwoPlanks|595.3
48|Chelios|Sun Devil Ducks|ANADucks98|594.95
49|Niedermayer|The Nose Knows|Bradisrad|594.45
50|Roy|Hiroses for Hire|Howe_U_Doin|591.6
51|Jones-Allen|Pimpin' Ain't Parise|Woppa|589.3
52|Howe|Bk1689|Bk1689|585.1
53|Roy|Dont Fehr the Reaper|RBHoneyBadger|584.95
54|Chelios|3-0 10:41 3rd|StickandPucks|584.95
55|Lidstrom|you're back on the force, bobrovsky|thescientist120|584.45
56|Yzerman|NurseSharks|fidel-catstro|583.0
57|Gretzky|Nashville Perdators|yaheardwperd|580.8
58|Orr|How much wood could a Tkachuk Chuck|hindersurprise|580.7
59|Hasek|Democratic People's Republic of Kariya|kjohnm|580.45
60|Chelios|mendeleev79's Team|mendeleev79|579.05
61|Hasek|So Gritty!|MorphineSmile|578.55
62|Lemieux|Kariya DPR|aromatickoala|578.3
63|Pronger|Livin' on a Parayko|sinfolaw|577.65
64|Gretzky|Getrektzky|Boboombang|577.2
65|Niedermayer|The Philoceraptors|A_wells|575.35
66|Pronger|Putting On The Foil|Uncledonny|575.35
67|Howe|No Reimer Reason|Tsunkatse|574.9
68|Hasek|Hayzer|Hayzer13|574.85
69|Hasek|Penners House of Pancakes|Ebuff89|574.25
70|Chelios|Asston Mustachews|tom1251|573.55
71|Gretzky|Tkachuk Norris|Twitty|572.85
72|Lemieux|CuJo31|CuJo31|572.85
73|Jagr|Mudbugs|brown4se|572.8
74|Niedermayer|Too Hot To Yandle|gumbosious|572.55
75|Gretzky|bob says NYET|zachf13|571.4
76|Leetch|#ALLCAPS|Protobreak|570.7
77|Howe|Divorced Men|yourmomcantspel|570.3
78|Roy|Team Zissou|ska5fe|569.75
79|Lemieux|I Just Met You, This is Krejci|itsme242|569.45
80|Howe|Almost Famous|aleski|567.05
81|Dionne|It Doesn't Maatta!|TwistedEdge|561.75
82|Orr|Ogie Ogilthorpe|marcram|561.45
83|Roy|Mystic Coupons|tweedledunn|560.9
84|Yzerman|Manthacores|Berggren|559.4
85|Orr|Rusticles's Team|Rusticles|559.3
86|Jones-Allen|Ruutu to Tootoo|DonPaita|559.25
87|Jagr|Starship Troubas|LesVlads|558.55
88|Chelios|Scrunts23's Team|Scrunts23|558.2
89|Gretzky|Kreider Hard|BluntForce19|558.05
90|Hasek|Burns Notice|StuffAndMore|558.05
91|Jagr|Thin Ice|Do_Not_Look_Up|558.0
92|Orr|Tokyo Sandblasters|phillyCHEEEEEZ|557.2
93|Lidstrom|BoardControl's Team|BoardControl|554.55
94|Orr|Free Agents|saltycancer|554.3
95|Orr|Nai|Naihh|553.7
96|Niedermayer|Syracuse Bulldogs|Rben13|552.65
97|Pronger|Whiskey Jacks|Thunder_Boy|552.05
98|Hasek|One Kessticles|maverickxm2|551.55
99|Jagr|Kovalchuck Me Off A Cliff|Mdhemp|550.0
100|Lemieux|RIP Heatley's Ferrari|SHTTNwTHINKIN|549.25
101|Howe|Mike Tyson Buries It...Again!|kyriosa|548.85
102|Roy|All She Wants to Do Is Dansk|Kovellen|548.8
103|Bourque|Just Winging It|DeepFriedGoose|547.95
