###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
1|Howe|Feel my Rask *|2471.63
2|Roy|Wrath of Joe McGrath *|2409.27
3|Brodeur|Kreider Hard *|2405.01
4|Lemieux|The aRISTOcrats *|2376.38
5|Gretzky|Frolunda HC|2375.94
6|Yzerman|Benn there, Domi that *|2374.75
7|Gretzky|Getrektzky *|2365.17
8|Jagr|Jarg 17-18 *|2361.17
9|Gretzky|Burns baby Burns|2360.84
10|Jagr|Big Johnsons *|2346.7
11|Lidstrom|Crazy L Gorillas *|2339.12
12|Roy|Tarasenkyu Very Much *|2333.13
13|Brodeur|Horton Hatches The Egg *|2329.1
14|Chelios|Cow Tipping Mafia *|2325.41
15|Roy|Book Hockey *|2322.0
16|Roy|Josi's Story *|2321.99
17|Hasek|Don't Stop 'Til You Get Phaneuf *|2311.81
18|Yzerman|Democratic People's Republic of Kariya *|2309.88
19|Gretzky|Denim Chicken *|2307.25
20|Pronger|Red Wing High Five *|2301.39
21|Howe|Athanaseeyoul8er *|2301.05
22|Yzerman|Bar Down *|2282.4
23|Leetch|Paidat *|2280.45
24|Hasek|Hart@Yak *|2272.32
25|Lemieux|Look What Yeo Made Me Do *|2270.67
26|Pronger|The Matthews 4-Drops *|2268.57
27|Howe|Sassy Glove Save *|2250.64
28|Gretzky|Nailing Yaks *|2242.15
29|Gretzky|Pimpin' Ain't Parise|2237.07
30|Lemieux|Straight Cash Homie *|2232.34
31|Hasek|Good Kid, S.A.A.D City *|2222.68
32|Hasek|Hiller Did Nothing Wrong|2219.19
33|Lidstrom|DingleBarrie's *|2213.71
34|Brodeur|bob says NYET *|2207.39
35|Dionne|Andre and the Goons *|2206.73
36|Gretzky|One Kessticle *|2205.91
37|Orr|Century Mews *|2196.85
38|Hasek|Drouin it Boeser *|2195.58
39|Hasek|Witty Team Namestnikov|2195.4
40|Jagr|Glatt Attack *|2194.83
41|Howe|The Larkness Monster *|2191.63
42|Chelios|Starship Troubas *|2188.56
43|Yzerman|Doughty Didn't Deserve The Norris|2180.07
