###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
1|Chelios|Snizzbone|2048.68
2|Dionne|Dumpster Fire Brigade|2024.83
3|Lemieux|Alexander Radiculous' Team|2007.14
4|Hasek|Everyone Poops|1987.11
5|Lidstrom|Jagr Bomb|1975.71
6|Yzerman|Damper Than Moist|1970.13
7|Chelios|Stan Mikita's Donuts|1963.88
8|Gretzky|Horton Hears a Who!|1957.98
9|Lemieux|The Cake Eaters|1946.69
10|Roy|King of the Kessel|1939.52
11|Brodeur|Lubo Sucks|1923.06
12|Gretzky|One Kessticles|1905.5
13|Yzerman|Hattrick Pornqvist|1902.3
14|Gretzky|Nailing Yaks|1897.19
15|Dionne|Ginger Geesus's Grilled Cheeses|1872.0
16|Leetch|Go Puck Yourself|1870.3
17|Jagr|Penners Pancakes|1866.1
18|Brodeur|Mackinnon Out Burger|1863.23
19|Bourque|Bryan Rust and the Rusty Plugs|1858.73
20|Gretzky|Hiller Youth|1855.78
21|Gretzky|Frolunda HC|1851.65
22|Niedermayer|Tokyo Sandblasters|1833.76
23|Brodeur|Book Hockey|1831.81
24|Gretzky|Pimpin' Ain't Parise|1831.01
25|Jagr|The Big Pavelski|1829.53
26|Bourque|Democratic People's Republic of Kariya|1828.1
27|Hasek|All Down The Laine|1826.45
28|Jagr|falco1002|1825.43
29|Leetch|Clemens HC|1819.06
30|Roy|Btchz B Krejci|1816.47
31|Leetch|xMrSleepyx|1806.7
32|Dionne|macerating toilet|1806.62
33|Roy|Kreider Hard|1805.23
34|Gretzky|Tarasenkyu Very Much|1805.08
35|Leetch|kyOh|1801.23
36|Yzerman|RIP Heatley's Ferrari|1800.56
37|Hasek|Pikachubban|1800.5
38|Orr|PassTheCulpepper|1798.4
39|Pronger|M&Ms|1793.82
40|Brodeur|Pickle High-Noon|1788.55
41|Brodeur|Parise Taught Me|1786.28
42|Hasek|NurseSharks|1783.47
43|Pronger|Bust a Kapanen|1773.5
44|Pronger|Doughty Didn't Deserve The Norris|1769.91
45|Dionne|Krejci Train|1766.23
46|Gretzky|Flying Zambonis|1760.74
47|Roy|Konecnywa|1759.14
48|Gretzky|Denim Chicken|1759.07
49|Jagr|WhoseLineIsItEberle|1757.9
50|Niedermayer|St. John's Shamrocks|1746.47
51|Orr|Goaltender Interference|1745.61
52|Hasek|JewChooTrain|1743.26
53|Lidstrom|OK Blue Jays|1735.82
54|Lidstrom|Ruh Oh...|1732.04
55|Hasek|Acting Like Aho|1731.13
56|Bourque|Vancouver Voodoo|1730.81
57|Brodeur|Tarasenkyour Battleship|1729.34
58|Jagr|The Ottawa BeeVees|1725.34
59|Hasek|Finnishing Touch|1721.62
60|Roy|Doan Look Backes|1721.15
61|Lemieux|Generic Hockey Pun|1720.57
62|Orr|Team North Americarambe|1716.72
63|Howe|Right in the Pucker|1715.26
64|Brodeur|Wrath of Joe McGrath|1715.06
65|Niedermayer|Karlsson 1st Overall|1712.48
66|Jagr|Bar Down|1709.96
67|Jagr|Sticks out for Harambe|1708.07
68|Lidstrom|The Larkness Monster|1707.41
69|Yzerman|The Red Hot Chilly Wings|1706.57
70|Brodeur|Andre and the Goons|1705.61
71|Gretzky|Cell Phones and Plane Tickets|1704.29
72|Roy|The Ides of Marchand|1702.2
73|Hasek|The JiiiveTurkays|1701.38
74|Roy|Karl on my Wayward Sson|1697.34
75|Howe|Giroux've Gotta Be Kidding Me!|1695.96
76|Roy|Halak Ness Monster|1695.52
77|Brodeur|Sheahan's Shillelaghs|1693.48
78|Howe|Do You Smell What Laraque Is Cookin?|1689.83
79|Roy|Mystic Coupons|1689.73
80|Yzerman|Hash Hockey|1687.4
81|Chelios|Vanek! At The Disco|1684.32
82|Leetch|Toews in the Water|1681.62
83|Yzerman|TeamNameRequired|1679.55
84|Bourque|Red Star Beijing|1675.75
85|Dionne|Endless Love|1672.81
86|Brodeur|Drouination|1671.12
87|Lemieux|bob says NYET|1671.06
88|Dionne|40-30 Grit Grinders|1670.25
89|Chelios|Bergeron Burgundy|1669.98
90|Lemieux|I Ain't Seguin She a Gold Digger|1667.62
91|Brodeur|Non-stop Saadomy|1660.44
92|Chelios|Benzene96|1659.57
93|Chelios|Leafs|1658.85
94|Leetch|Vesey scar|1657.76
95|Orr|I am score|1655.24
96|Orr|Big Trouba in Little Giroux|1654.08
97|Lemieux|Gilmour Girls|1653.9
