###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
142|Lidstrom|The Price is Right *|1211.24
143|Chelios|1-800-FCK-GARY|1211.21
144|Dionne|Bergeron Burgundy|1208.6
145|Dionne|Marshmont HC|1208.55
146|Pronger|KingofRags|1207.71
147|Dionne|NLF *|1206.5
148|Hasek|Mike Smith's Chosen Juans|1205.09
149|Yzerman|Vanek at the Disco|1204.9
150|Chelios|Sean's Super Squad|1204.07
151|Lemieux|MacKinn-on your Girl|1203.76
152|Orr|Molemen *|1202.98
153|Dionne|Tarasenko de Mayo|1202.48
154|Yzerman|CTE|1202.29
155|Chelios|Pass the Dutchy to the Left|1201.05
156|Howe|North Kariya|1201.04
157|Jagr|Dangletangs IV|1197.34
158|Roy|Halifax Highlanders|1193.41
159|Brodeur|Sticks Out for Harambe|1192.05
160|Yzerman|Will Nye The Scoring Guy|1190.62
161|Dionne|Moves Like Jagr *|1189.54
162|Niedermayer|The Jiiive Turkays|1186.84
163|Leetch|Pens Perfect Picks *|1185.34
164|Dionne|Team Ukraine *|1185.32
165|Orr|Ktcottrell|1183.92
166|Yzerman|It was Ceci for Drouin, straight up|1174.16
167|Chelios|The One You Love To Hate|1174.06
168|Orr|KappinKurtz|1174.01
169|Leetch|Datsyukian Deke|1171.63
170|Lidstrom|The Price is Wrong|1170.71
171|Orr|Florida Skunk Apes|1162.93
172|Pronger|Bush Chickens|1162.43
173|Jagr|The Ottawa BeeVees|1159.66
174|Jagr|Baby Got Backes|1158.98
175|Howe|Lias 2 Lidas *|1158.14
176|Bourque|Bryzlly Bears|1157.32
177|Bourque|Pretty Fly|1156.17
178|Leetch|Syracuse Bulldogs|1153.91
179|Leetch|Price of Fame|1152.79
180|Lidstrom|Staal tactics|1152.66
181|Pronger|The Bottle Police|1147.23
182|Dionne|Stan Mikita's Donuts|1141.72
183|Howe|Tccoope untitled|1140.03
184|Howe|Olli Maata of God|1138.32
185|Pronger|Grey Ducks|1135.78
186|Jagr|St. John's Shamrocks|1133.44
187|Dionne|Tandems|1131.99
188|Brodeur|DontForgetAboutDrai-saitl|1129.69
189|Brodeur|Dubinsky's Garage League|1125.17
190|Howe|Rumble Ponies|1121.77
191|Lemieux|Hypnotoads|1114.56
192|Niedermayer|The Roy|1110.79
193|Chelios|The Red Hot Chilly Wings|1110.04
194|Yzerman|Dangle Snipe Celly|1108.65
195|Niedermayer|Jews of Girouxsalem|1107.75
196|Niedermayer|Jagrmeister|1105.89
197|Howe|Toews in the Water|1104.21
198|Lidstrom|Not as Gudas I could be|1103.51
199|Pronger|Drouin your mom|1100.37
200|Bourque|Trash Pandas|1081.63
201|Niedermayer|Tkachuk E. Cheese|1078.05
202|Bourque|Yoooo this is cool|1077.79
203|Bourque|Flop to the top|1077.59
204|Lidstrom|Seattle Sockeye|1074.39
205|Bourque|Montreal Dive|1072.34
206|Orr|Ice Roosters|1071.52
207|Jagr|Risky Bryz-ness|1070.77
208|Orr|Dumplers|1069.87
209|Pronger|The Ponies of Equestria|1061.99
210|Bourque|EA HHLs new direction|1049.88
211|Brodeur|40-30 Grit Grinders|1046.29
212|Leetch|Segsual Seduction|1043.34
213|Roy|Roy Placeholder|1037.52
214|Lemieux|Big P|1028.91
215|Orr|Mitchler's TBA team|1005.35
216|Lidstrom|Benn Dover|997.49
217|Niedermayer|Lemuiextillators|993.99
218|Pronger|ham slater|986.23
219|Chelios|Stud Ranch|932.9
220|Pronger|Bourque de Broue|920.57
221|Leetch|Roosters|910.64
222|Chelios|Miami Weiss|846.4
223|Lidstrom|Major Lazar|805.73
224|Niedermayer|Super-Duper Mighty Ducks|782.1
-----

*A previous rank of NR means the team has most likely changed their name since then - working on a workaround for this.*

