###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Roy|Staal It What You Want|akacesfan|451.15
2|Gretzky|Noddan HC|noddan|440.8
3|Gretzky|Josi's Story|SPRX97|440.6
4|Luuuuu|Flying Zambonis|Cannon49|436.3
5|Yzerman|Vancity Express|nickfrompitt|425.2
6|Hasek|Release the Kraken|RalJTK|420.35
7|Jagr|Kane You Spare A Dollar|SPEMason|419.6
8|Luuuuu|Connor McDavid Had A Team EIEIO|hholysheet|415.65
9|Jagr|Book Hockey|TwoPlanks|413.6
10|Luuuuu|Cow Tipping Mafia|ImminentFate|413.4
11|Gretzky|Getrektzky|Boboombang|412.15
12|Hasek|Kansas City Redwings|sickboy1965|411.75
13|Niedermayer|Lock Monsters|ksteadsrus|411.45
14|Lidstrom|One Kessticles|maverickxm2|411.25
15|Orr|Spaghetti Monsters|boombohn|410.55
16|Howe|Biscotti's buds|Biscotti|409.5
17|Gretzky|Hockey Style|tgmills|409.25
18|Dionne|How Are Ya Now?|Thomsco|409.2
19|Gretzky|Fowler Power|VoodooSteve|407.1
20|Lemieux|No Reimer Reason|Tsunkatse|406.95
21|Howe|Glass of Marleau|MrMikeySanz|406.0
22|Hasek|Putting On The Foil|Uncledonny|405.05
23|Yzerman|Tenacious Turtles|dzibanche|404.85
24|Lemieux|Ponch|ponch101|404.1
25|Roy|Democratic People's Republic of Kariya|kjohnm|403.85
26|Bourque|Take One|unexpgrav|403.05
27|Roy|Ogie Ogilthorpe|marcram|401.5
28|Lemieux|DingleBarrie's|jacouzzie|399.25
29|Niedermayer|Seattle Marners|Rhyme-Thyme|398.15
30|Hasek|Dumplers|ShinyLeprechaun|398.0
31|Gretzky|Denim Chicken|sleeptalkerz|396.95
32|Jagr|And A Seider Chips Please|GusZ|395.9
33|Luuuuu|hotoatmeal|hotoatmeal|395.25
34|Orr|Churchmoor Caterpies|LtGerbil|393.8
35|Roy|Chicken and Raffls|funkyquasar|393.45
36|Yzerman|falco1002|chaopw2010|393.45
37|Yzerman|My Eks is Aho|mnm501288|389.0
38|Roy|Connor4Real|gumbosious|384.9
39|Hasek|Peace and Love|JayWilly|384.25
40|Dionne|So...Get On Your Way!|Kattsumoto|383.7
41|Lidstrom|The Brockstars|Rawrhock|383.3
42|Yzerman|Minnesota Mayhem|Mrhawke19|381.15
43|Leetch|DropTheGloves|DropTheGloves|380.95
44|Niedermayer|Gritty's Angels|merrettmatt90|380.95
45|Gretzky|Tarasenkyu Very Much|ch1zzle|380.75
46|Roy|Big Johnsons|barrill|380.2
47|Bourque|Gettin Gritty Wit It|hatfieldkid|379.35
48|Dionne|So Gritty!|MorphineSmile|378.95
49|Gretzky|Eat your Cale, kids|bruinhawks|377.95
50|Dionne|Bar Down|Minnesnota|374.95
51|Gretzky|"The King's Spot"|DonPaita|373.1
52|Luuuuu|Five Hole Douches|Douche78|372.95
53|Orr|Springfield Tire Fires|bv310|372.1
54|Leetch|Make's High Lifes|Big_make|370.25
55|Bourque|Gary|MeanMatt|369.2
56|Dionne|Mystic Coupouns|tweedledunn|367.65
57|Jagr|NY Power Rangers|uh3ckinwotm8|367.6
58|Luuuuu|Bert and Erne [ now anti-vaxx :( ]|Howe_U_Doin|367.55
59|Howe|Fantasy Hockey Team|slaw47|367.3
60|Luuuuu|Bradisrad|Bradisrad|367.2
61|Hasek|Yaheardwperd|yaheardwperd|366.95
62|Gretzky|Rust|benzene96|365.8
63|Howe|Coyle's Aho|The_Irelander|365.3
64|Dionne|Asston Mustachews|cromz|365.05
65|Niedermayer|Hughes for Hart|MrJacobs|364.55
66|Luuuuu|Licensed to Phil|ovorc|364.45
67|Lemieux|Yeah the boys|Thatguy91|362.9
68|Hasek|While My Makar Gently Weeps|Kovellen|362.05
69|Lemieux|McFleurys|MashBano|361.8
70|Luuuuu|Koplin's Spartans|koplin|361.65
71|Howe|The Green Bastards|Canadianheel|361.2
72|Leetch|Seattle Kranken|chriscollier64|357.25
73|Jagr|Phascolarctos Cinereus|BOBROVSKY|357.2
74|Lemieux|Dumpster Fire Brigade|paularlington|357.1
75|Hasek|Chaos HC|ckroyal92|356.15
76|Gretzky|Almost Famous|aleski|355.95
77|Jagr|Solar Bears|friendo|355.15
78|Roy|South Detroit Journeymen|Scooterkid|353.9
79|Dionne|StraightCashHomie|hockeymax93|353.25
80|Roy|tooslow|tooproforyou|352.7
