###OVERALL POINTS LEADERS - Who has scored hte most points this season?
**Rank**|**League**|**Team**|**User**|**PF**
:-:|:-:|:-:|:-:|:--
1|Roy|Letangry Birds|russtyj|5477.09
2|Yzerman|Don't Give a Puck|bruinhawks|5184.23
3|Bourque|HBT|onegaishimasu|5097.73
4|Lidstrom|The Wrath of Grapes|PaperParrot|5060.54
5|Price-Murray|Dekeyser Wilhelm|sickboy1965|5059.52
6|Hasek|Stammer's Whammers|concini|5058.18
7|Price-Murray|Jagged Little Phil|ovorc|5045.04
8|Gretzky|Tarasenkyu Very Much|ch1zzle|5014.01
9|Price-Murray|Pimpin' Ain't Parise|Woppa|5012.45
10|Chelios|Bread winner|ripitup83|5001.75
11|Gretzky|...Leddy for It?|akacesfan|4997.44
12|Gretzky|Like a Boeser|Boboombang|4996.54
13|Gretzky|Denim Chicken|sleeptalkerz|4981.56
14|Yzerman|South Detroit Journeymen|Scooterkid|4977.27
15|Gretzky|#FreeWilly|SPRX97|4977.09
16|Pronger|woppaspoppa|tooproforyou|4937.56
17|Jagr|Team Name|ClayBeans|4912.24
18|Pronger|Ral|RalJTK|4886.49
19|Chelios|Rebels|Ragonster|4882.59
20|Price-Murray|Democratic People's Republic of Kariya|kjohnm|4870.99
21|Gretzky|Nailing Yaks|noddan|4857.25
22|Gretzky|Shot Through The Reinhart|benzene96|4844.86
23|Lidstrom|Nylander II: The Quickening|yaheardwperd|4827.52
24|Leetch|Five hole douches|Douche78|4821.44
25|Price-Murray|Cow Tipping Mafia|ImminentFate|4819.03
26|Howe|The Bottle Police|Ned98|4816.33
27|Gretzky|Kreider Hard|BluntForce19|4809.67
28|Price-Murray|https://streamable.com/iva1g|VoodooSteve|4784.85
29|Chelios|Hockey Style|tgmills|4772.69
30|Roy|Pucking Fricks|Red_Dragons|4771.18
31|Lemieux|Hayzer|Hayzer13|4763.21
32|Roy|Wrath of Joe McGrath|LAGunsHockey|4731.76
33|Hasek|bob says NYET|zachf13|4723.8
34|Niedermayer|Koplin's Spartans|koplin|4714.99
35|Lemieux|Mystic Coupons|tweedledunn|4708.36
36|Lemieux|Insert Hockey Pun Here|StuffAndMore|4699.86
37|Hasek|Ken Holland Sucks|Howe_U_Doin|4692.41
38|Yzerman|falco1002|chaopw2010|4688.37
39|Dionne|Drunk Shenanigans|xMrSleepyx|4676.67
40|Pronger|Benn And The Jets|slaw47|4666.03
41|Leetch|Aggressive Pinching|Advdino|4662.99
42|Roy|Star-Burns|mnm501288|4656.04
43|Hasek|Benn Laden|SPEMason|4649.06
44|Hasek|Bluth's Bananas|zodiac33|4646.04
45|Hasek|Tenacious Turtles|dzibanche|4635.74
46|Yzerman|Divorced Guys|bruceitup|4626.77
47|Price-Murray|Bar Down|Minnesnota|4614.17
48|Hasek|Unhealthy Scratches|aleski|4611.76
49|Roy|Karlsson sucks anyways|Twitty|4607.8
50|Yzerman|BlizzNasty|ckroyal92|4603.25
51|Lemieux|Gritty's Goon Squad|Coyle1096|4599.46
52|Leetch|twinsora|kyriosa|4597.76
53|Hasek|Flying Zambonis|Cannon49|4595.19
54|Roy|Drunk Ovi|hotoatmeal|4582.26
55|Howe|MacKinnon Ur Girl.|wtfover021|4580.71
56|Hasek|Ruutu to Tootoo|DonPaita|4578.69
57|Jagr|Blind, Deaf, and Dumba|SimpsonN1nja|4577.3
58|Bourque|Phil and Sid's Excellent Adventure|GingaNinja3113|4574.55
59|Roy|Kling of the Hill|dkpatrick|4570.98
60|Hasek|Team Zazu|boywoods|4563.37
61|Dionne|Don't Fehr the Reaper|RBHoneyBadger|4562.24
62|Niedermayer|Air Canada|yams18|4553.14
63|Hasek|GRITTY IS THE GREATEST MASCOT OF ALL TIME|dorsia|4551.17
64|Lidstrom|Jagrmeister|Bearchrist|4551.0
65|Pronger|Mojongles|ShinyLeprechaun|4548.27
66|Jagr|Toews'd & Kane-fused|rocking2rush10|4534.55
67|Yzerman|So Sh!tty|MorphineSmile|4529.69
