###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
1|Chelios|Snizzbone|929.37
2|Lemieux|The Cake Eaters|889.78
3|Dionne|macerating toilet|872.3
4|Jagr|Penners Pancakes|864.15
5|Dionne|Dumpster Fire Brigade|855.28
6|Gretzky|Horton Hears a Who!|849.02
7|Yzerman|Damper Than Moist|843.69
8|Hasek|Everyone Poops|836.4
9|Lidstrom|Jagr Bomb|822.9
10|Gretzky|Nailing Yaks|820.66
11|Lemieux|Alexander Radiculous' Team|814.02
12|Gretzky|Frolunda HC|813.97
13|Leetch|xMrSleepyx|812.15
14|Niedermayer|Tokyo Sandblasters|810.32
15|Gretzky|Pimpin' Ain't Parise|808.28
16|Chelios|Stan Mikita's Donuts|808.11
17|Bourque|Bryan Rust and the Rusty Plugs|807.51
18|Roy|Kreider Hard|805.96
19|Hasek|JewChooTrain|804.39
20|Leetch|kyOh|804.17
21|Brodeur|Pickle High-Noon|800.93
22|Gretzky|Tarasenkyu Very Much|800.1
23|Lemieux|Gilmour Girls|798.13
24|Roy|King of the Kessel|796.43
25|Dionne|Krejci Train|790.7
26|Jagr|The Big Pavelski|789.45
27|Leetch|Vesey scar|783.76
28|Roy|The Ides of Marchand|781.52
29|Hasek|All Down The Laine|777.22
30|Bourque|Vancouver Voodoo|777.11
31|Gretzky|Hiller Youth|775.58
32|Lidstrom|OK Blue Jays|774.15
33|Brodeur|Tarasenkyour Battleship|772.91
34|Jagr|WhoseLineIsItEberle|772.63
35|Lidstrom|The Larkness Monster|768.28
36|Yzerman|Hash Hockey|764.45
37|Brodeur|Mackinnon Out Burger|763.81
38|Orr|Stastny & Hutch|762.71
39|Dionne|Ginger Geesus's Grilled Cheeses|761.47
40|Orr|Goaltender Interference|761.11
41|Pronger|M&Ms|760.88
42|Pronger|Bust a Kapanen|759.87
43|Brodeur|Parise Taught Me|758.9
44|Orr|PassTheCulpepper|758.39
45|Yzerman|The Red Hot Chilly Wings|756.85
46|Hasek|NurseSharks|756.72
47|Brodeur|Lubo Sucks|756.5
48|Roy|Wrath of Grapes|755.69
49|Jagr|Sticks out for Harambe|755.2
50|Brodeur|Book Hockey|753.15
51|Leetch|Go Puck Yourself|751.82
52|Hasek|The JiiiveTurkays|751.06
53|Chelios|Bergeron Burgundy|750.79
54|Gretzky|Denim Chicken|750.45
55|Bourque|Team Ukraine|749.13
56|Brodeur|Wrath of Joe McGrath|748.86
57|Brodeur|Sheahan's Shillelaghs|747.14
58|Yzerman|Kurri Farts|745.19
59|Yzerman|Hattrick Pornqvist|744.92
