###OVERALL POINTS LEADERS - Who has scored the most points this season?
**Rank**|**League**|**TEAM**|**PF**
:-:|:-:|:-:|:--
163|Yzerman|CTE|1362.03
164|Howe|Lias 2 Lidas *|1361.7
165|Brodeur|Sticks Out for Harambe|1361.51
166|Leetch|Price of Fame|1358.54
167|Jagr|The Ottawa BeeVees|1358.14
168|Lemieux|MacKinn-on your Girl|1355.44
169|Leetch|Datsyukian Deke|1352.68
170|Hasek|Mike Smith's Chosen Juans|1348.7
171|Dionne|Team Ukraine *|1346.65
172|Orr|Molemen *|1341.53
173|Bourque|Pretty Fly|1339.44
174|Brodeur|DontForgetAboutDrai-saitl|1337.83
175|Chelios|The One You Love To Hate|1334.81
176|Orr|KappinKurtz|1334.57
177|Chelios|Pass the Dutchy to the Left|1332.56
178|Orr|Florida Skunk Apes|1332.1
179|Pronger|Grey Ducks|1329.63
180|Lidstrom|Staal tactics|1322.2
181|Leetch|Syracuse Bulldogs|1320.0
182|Bourque|Bryzlly Bears|1319.69
183|Jagr|St. John's Shamrocks|1317.32
184|Lemieux|Hypnotoads|1311.02
185|Dionne|Stan Mikita's Donuts|1309.05
186|Lidstrom|Not as Gudas I could be *|1308.07
187|Howe|Olli Maata of God|1304.39
188|Jagr|Baby Got Backes|1302.73
189|Brodeur|Dubinsky's Garage League|1301.55
190|Yzerman|Dangle Snipe Celly|1297.83
191|Niedermayer|Jagrmeister|1295.78
192|Chelios|The Red Hot Chilly Wings|1288.58
193|Niedermayer|Jews of Girouxsalem|1285.7
194|Howe|Rumble Ponies|1283.8
195|Dionne|Tandems|1279.9
196|Howe|Tccoope untitled|1267.7
197|Niedermayer|The Roy|1265.89
198|Leetch|Segsual Seduction|1263.26
199|Bourque|Flop to the top|1262.18
200|Jagr|Risky Bryz-ness|1260.71
201|Bourque|Trash Pandas|1259.26
202|Orr|Ice Roosters|1254.78
203|Howe|Toews in the Water|1252.6
204|Roy|Ice Follies|1244.18
205|Niedermayer|Tkachuk E. Cheese *|1243.04
206|Lidstrom|Seattle Sockeye|1236.28
207|Bourque|Montreal Dive|1229.01
208|Bourque|Yoooo this is cool|1227.27
209|Brodeur|40-30 Grit Grinders|1222.96
210|Lemieux|Big P|1222.95
211|Pronger|The Ponies of Equestria|1221.75
212|Pronger|Drouin your mom|1215.29
213|Orr|Dumplers|1210.6
214|Orr|Mitchler's TBA team|1208.23
215|Niedermayer|Lemuiextillators|1187.11
216|Bourque|EA HHLs new direction|1176.83
217|Pronger|ham slater|1155.19
218|Chelios|Stud Ranch|1135.0
219|Lidstrom|Benn Dover|1130.63
220|Pronger|Bourque de Broue|1037.04
221|Leetch|Roosters|1034.39
222|Chelios|Miami Weiss|1009.53
223|Lidstrom|Major Lazar|961.71
224|Niedermayer|Super-Duper Mighty Ducks|921.1
-----

*A previous rank of NR means the team has most likely changed their name since then - working on a workaround for this.*

