Big Johnsons,268.91
Horton Hatches The Egg,264.65
Book Hockey,261.67
Getrektzky,254.53
Democratic People's Republic of Kariya,253.04
Burns baby Burns,245.97
Denim Chicken,242.63
Feel my Rask,240.11
The One You Love To Hate,239.88
Don't Stop 'Til You Get Phaneuf,239.48
For the Sweat,235.77
Staal tactics,234.82
The aRISTOcrats,234.73
Kiss my Aho,234.19
Kreider Hard,231.86
The Kessel Run,230.62
Athanasiou Later,230.42
Josi's Story,229.65
The Matthews 4-Drops,229.43
The Larkness Monster,228.8
Team North Americarambe,226.55
Jarg 17-18,226.24
Benn there, Domi that,225.66
Ice Follies,225.43
Paidat,224.83
Crazy L Gorillas,223.92
Hart@Yak,223.47
Giroux've Gotta Be Kidding Me!,222.91
Bar Down,222.26
Strawberry Sundin,221.15
Andre and the Goons,220.04
Starship Troubas,219.93
Pucking Fricks,219.8
NurseSharks,219.22
Felix's Fist,218.7
40-30 Grit Grinders,218.38
Cow Tipping Mafia,216.77
Molson Muscle,215.21
Joonas Dogskoi,213.81
The Starvin Marvins,213.36
The Ghost of Mike Johnston's Power Play,211.82
Do as I Seguin, Not as I Drouin,211.69
Sassy Glove Save,210.95
Henrik & Gustav Go to Little Caesars,210.93
Tarasenko de Mayo,210.7
CTE,210.47
MacKinn-on your Girl,210.44
Drouin it Boeser,210.13
Flying Zambonis,208.59
100 on My Risto,208.46
Torts Reform,208.42
Florida Skunk Apes,208.42
Leafs,208.28
Tokyo Sandblasters,206.34
Puck me Harder,206.2
Wrath of Joe McGrath,205.19
KingofRags,204.71
Dont Fehr the Reaper,204.55
Syracuse Bulldogs,204.54
Caketown,204.52
Tarasenkyu Very Much,204.46
Pickle Sunrise,204.42
RIP Heatley's Ferrari,204.3
Dangletangs IV,204.17
Tenacious turtles,204.03
Hub City Slickers,203.96
Good Kid, S.A.A.D City,203.18
Joe Thornton Hat Trick,201.83
Trades R' Us,201.59
Red Wing High Five,201.48
Finnishing Touch,199.53
ponch,199.46
The Jiiive Turkays,199.05
bob says NYET,198.89
The Price is Wrong,198.83
Witty Team Namestnikov,198.77
Toews'd & Kane-fused,198.68
Mighty Red Pandas,198.16
Thin Blue Laine,197.63
falco1002,197.56
Puck Man,197.46
Team Zissou,196.66
Straight Cash Homie,196.03
Wicked Wrista,195.93
Nolan, this is Patrick,195.24
SticksOut4Harambe,194.54
Koekkoek for Cocoa Puffs,194.13
Century Mews,193.49
2 Girls 1 Kopitar,193.03
KappinKurtz,192.61
Molemen,192.04
Team Ukraine,191.94
Don't Puck With Me,191.82
Just A Wheelerin',191.22
The Great Wall Of St. Paul,191.04
It was Ceci for Drouin, straight up,190.5
Rumble Ponies,190.28
Gilmour Girls,190.06
Pawvel Catsyuk,189.78
South Detroit Journeymen,189.44
abcSpectacular,189.28
Marshmont HC,188.55
Frolunda HC,188.54
Churchmoor Caterpies,188.28
Baby Got Backes,188.16
Look What Yeo Made Me Do,187.05
Blainville-Boisbriand Armada,187.0
Hypnotoads,186.95
Mystic Coupons,186.08
Pimpin' Ain't Parise,186.05
Halifax Highlanders,184.75
The Dube Abides,183.17
Up and Around the Benn,182.68
Bozak Yellow,182.19
Sgt. Bobrovsky's Squadron,182.04
Vanek at the Disco,182.03
Hartford Gougers,181.61
Divorced Guys,180.75
JewChooTrain,180.48
The Geeky Economists,180.32
Jussi Djoos,180.31
Ktcottrell,179.98
Thin Ice,179.62
Reading Renegades,179.47
King of the Kessel,179.3
Northern Guard,179.15
Everyone Poops,178.91
Blips and Chitz,178.19
Major Lazar,178.12
NLF,178.01
Pretty Fly,177.64
Ass Kickers United,176.96
2 Girls 1 Stanley Cup,176.62
Dumpster Fire Brigade,176.46
THE INCREDIBLE MALK,175.78
Dangle Snipe Celly,175.43
Dubinsky's Garage League,174.76
Troublemakers,174.09
Human Erasers,173.58
CuJo31,173.16
Why Not Zoidterberg,171.9
Stud Ranch,171.79
Tkachuk E. Cheese,171.78
Olli Maata of God,170.96
The Grapes of Rask,170.22
Trash Pandas,170.05
Feel The Burns,169.91
1-800-FCK-GARY,169.85
Yoooo this is cool,169.55
Grey Ducks,167.79
Nailing Yaks,167.52
Hiller Did Nothing Wrong,167.5
St. John's Shamrocks,167.31
Double Bennetration,167.25
Flop to the top,166.55
Austin Ice Bats,166.42
Hot Wing's All-Stars,166.31
The Cake Eaters,166.18
Penners House of Pancakes,166.16
