Horton Hatches The Egg,215.87
Hiller Did Nothing Wrong,211.08
Century Mews,210.74
The Kessel Run,193.85
Do as I Seguin, Not as I Drouin,192.3
The aRISTOcrats,187.42
Jarg 17-18,186.44
Josi's Story,185.23
Flying Zambonis,183.76
NLF,181.83
Not as Gudas I could be,181.65
Athanaseeyoul8er,179.93
Henrik & Gustav Go to Little Caesars,177.84
Democratic People's Republic of Kariya,175.11
Why Not Zoidterberg,173.76
The Zac Rinaldo All-Stars,173.63
South Detroit Journeymen,173.58
Wrath of Joe McGrath,172.42
Nolan, this is Patrick,170.21
Glatt Attack,169.93
Good Kid, S.A.A.D City,169.05
Don't Stop 'Til You Get Phaneuf,168.67
Benn there, Domi that,168.31
Vanek at the Disco,168.29
Cake Eaters,167.94
Crazy L Gorillas,167.5
Florida Skunk Apes,167.34
Bergeron Burgundy,166.53
Major Lazar,165.57
CTE,165.54
Sean's Super Squad,164.8
Pickle Sunrise,164.43
Torts Reform,163.52
ponch,163.2
The Fasth and the Furious,162.88
JewChooTrain,162.85
Getrektzky,162.67
Pass the Dutchy to the Left,162.58
The Great Wall Of St. Paul,162.4
San Jose Street Sharks,162.23
Tarasenko de Mayo,161.85
Flop to the top,161.51
Caketown,161.5
Red Wing High Five,161.33
Mighty Red Pandas,161.23
Drouin your mom,160.73
Tokyo Sandblasters,160.51
Athanasiou Later,160.24
Team Ukraine,159.91
Up and Around the Benn,158.9
Look What Yeo Made Me Do,158.64
Trocheck yourself, before you wreck yourself,158.41
2 Girls 1 Kopitar,158.28
Human Erasers,158.16
Starship Troubas,157.75
Puck Man,156.88
Tarasenkyu Very Much,156.72
abcSpectacular,156.6
Benn Dover,156.3
Andre and the Goons,154.72
The One You Love To Hate,154.58
RIP Heatley's Ferrari,153.94
Straight Cash Homie,153.87
Blips and Chitz,153.7
Drouin it Boeser,153.69
Felix's Fist,153.61
Rumble Ponies,152.77
Bozak Yellow,152.61
Hot Wing's All-Stars,152.52
Kreider Hard,152.29
Bar Down,152.23
Pretty Fly,152.07
Glory Five-Hole,152.04
Mystic Coupons,152.03
King of the Kessel,151.91
The Ghost of Mike Johnston's Power Play,151.5
Burns baby Burns,151.42
Pens Perfect Picks,151.29
Dubinsky's Garage League,151.13
Hartford Gougers,151.02
Tccoope untitled,150.42
Thin Ice,150.35
Reading Renegades,150.05
Churchmoor Caterpies,149.73
The Matthews 4-Drops,148.93
bob says NYET,148.82
Toews'd & Kane-fused,148.61
Strawberry Sundin,148.51
Book Hockey,147.8
DingleBarrie's,147.6
Lias 2 Lidas,147.4
Pimpin' Ain't Parise,147.34
Pucking Fricks,147.05
Tkachuk E. Cheese,147.03
Sticks Out for Harambe,146.9
The Geeky Economists,146.5
Everyone Poops,146.45
The Larkness Monster,146.32
Ice Roosters,146.28
2 Girls 1 Stanley Cup,145.02
SticksOut4Harambe,145.0
Denim Chicken,144.36
Don't Puck With Me,144.24
falco1002,144.06
The Price is Right,143.87
Jussi Djoos,143.61
Tenacious turtles,143.52
North Kariya,143.47
The Cake Eaters,143.39
The Ottawa BeeVees,143.27
Matthews The Saviour,142.17
Feel The Burns,141.54
NurseSharks,141.07
Risky Bryz-ness,141.06
Clemens HC,140.37
The Red Hot Chilly Wings,140.25
Bush Chickens,140.19
Lemuiextillators,139.74
Feel my Rask,139.65
Will Nye The Scoring Guy,139.37
Stan Mikita's Donuts,139.18
Bust a Kapanen,139.16
Montreal Dive,139.08
Easton Fection,138.89
Just A Wheelerin',138.64
Voracek Yourself,138.48
Dumplers,138.38
Divorced Guys,138.31
Price of Fame,138.24
Halifax Highlanders,137.97
Cow Tipping Mafia,137.96
Frolunda HC,137.33
The Bottle Police,137.18
nastyearwax,136.91
One Kessticle,136.81
Thin Blue Laine,136.4
Blainville-Boisbriand Armada,136.34
Trash Pandas,136.29
Dont Fehr the Reaper,136.18
The Stalwart Superjocks,135.97
Northern Guard,135.94
Joe Thornton Hat Trick,135.8
Toews in the Water,135.56
2005 NHL All-Stars,135.04
Leafs,134.98
Dangletangs IV,134.62
Team North Americarambe,134.48
For the Sweat,134.46
Yoooo this is cool,134.42
Koekkoek for Cocoa Puffs,132.52
The Roy,132.24
Puck me Harder,132.2
Olli Maata of God,131.8
Penners House of Pancakes,131.18
The Dube Abides,131.15
KingofRags,130.84
Endless Love,130.42
Austin Ice Bats,129.68
Sassy Glove Save,129.48
Doan of the Dead,128.66
Wicked Wrista,128.63
Crosby Sweaters,128.29
CuJo31,128.11
Hart@Yak,127.63
Mike Smith's Chosen Juans,127.32
Snizzbone,127.22
Hypnotoads,127.07
Ktcottrell,126.99
Molson Muscle,125.83
The Jiiive Turkays,125.69
Gilmour Girls,125.27
Baby Got Backes,123.73
Syracuse Bulldogs,123.12
Team Zissou,122.75
Btchz B Krejci,122.71
Jagrmeister,122.66
Nailing Yaks,122.52
Dumpster Fire Brigade,122.04
Molemen,121.87
Moves Like Jagr,121.46
Netflix and Phil,120.94
Seattle Sockeye,120.56
Paidat,119.81
The Grapes of Rask,119.51
Double Bennetration,119.05
Jews of Girouxsalem,118.96
MacKinn-on your Girl,118.84
Witty Team Namestnikov,118.76
Segsual Seduction,118.3
Giroux've Gotta Be Kidding Me!,117.66
The Price is Wrong,117.62
Troublemakers,116.82
Big Johnsons,116.64
1-800-FCK-GARY,116.63
Pawvel Catsyuk,116.03
Tandems,115.95
ham slater,115.46
Ass Kickers United,115.43
Joonas Dogskoi,114.85
Lubo Sucks,114.77
Bunch of Kunitz,114.49
Doughty Didn't Deserve The Norris,114.14
Finnishing Touch,113.92
Super-Duper Mighty Ducks,113.7
Hub City Slickers,113.45
Mitchler's TBA team,113.38
It was Ceci for Drouin, straight up,112.85
The Ponies of Equestria,112.68
Bryzlly Bears,110.83
EA HHLs new direction,110.65
DontForgetAboutDrai-saitl,110.38
Sgt. Bobrovsky's Squadron,110.33
Panarin Bread,109.5
Semin Stains,109.15
St. John's Shamrocks,106.38
Stud Ranch,106.05
KappinKurtz,101.12
Roosters,100.4
Marshmont HC,98.97
Big P,97.78
Staal tactics,95.1
40-30 Grit Grinders,90.36
Miami Weiss,89.05
