kyOh,264.7
Sheahan's Shillelaghs,262.88
Tarasenkyu Very Much,262.85
Jagr Bomb,257.86
The Cake Eaters,257.48
Snizzbone,249.67
bob says NYET,248.13
Mystic Coupons,248.11
Everyone Poops,246.91
Parise Taught Me,243.43
Hash Hockey,241.01
Democratic People's Republic of Kariya,240.67
Bust a Kapanen,239.91
The Dat-sucks,238.68
Endless Love,238.6
Nailing Yaks,237.63
Go Puck Yourself,236.1
Lubo Sucks,235.23
Malkin a Murderer,234.56
Bryan Rust and the Rusty Plugs,234.03
Denim Chicken,233.32
Pimpin' Ain't Parise,230.97
Kinki Kids,230.7
Damper Than Moist,225.85
Pucking Fricks,225.53
Cell Phones and Plane Tickets,225.18
Karl on my Wayward Sson,223.44
Giroux've Gotta Be Kidding Me!,221.06
Price Price Baby,220.72
Nastyearwax,220.11
Wrath of Joe McGrath,220.09
Flying Zambonis,219.08
PassTheCulpepper,218.0
Btchz B Krejci,217.8
All Down The Laine,217.62
Octopussy,216.95
Kessel's Cookie Jar,215.88
The Mighty Red Pandas,215.85
The Big Pavelski,214.59
EXCELlent,213.92
Stan Mikita's Donuts,213.92
Dumpster Fire Brigade,213.22
Double Bennatration,210.45
Doughty Didn't Deserve The Norris,207.91
Kronwall of Pain,205.79
Charlottetown Islanders,205.45
Frolunda HC,204.89
Dubinsky's Garage League,203.18
Wrath of Grapes,203.08
Human Erasers,202.4
Horton Hears a Who!,202.12
WhoseLineIsItEberle,201.06
Damn Barrie Sucks,200.07
Ginger Geesus's Grilled Cheeses,200.01
Whirlybirds,198.94
Dont Fehr the Reaper,198.41
Red Star Beijing,196.91
I Ain't Seguin She a Gold Digger,196.87
Halak Ness Monster,196.67
Karlsson 1st Overall,196.21
Sticks out for Harambe,196.16
OK Blue Jays,195.3
One Kessticles,195.21
Drouination,195.02
CTE,194.88
Straight Cash Homie,193.82
Book Hockey,193.64
RIP Heatley's Ferrari,193.43
Benzene96,193.31
xMrSleepyx,193.24
Non-stop Saadomy,193.21
Hypnotoads,191.68
Alexander Radiculous' Team,191.47
Team Ukraine,191.23
Puns not dead,190.84
Benn There Done That,190.81
NoseFaceKillahs,190.03
Right in the Pucker,189.78
falco1002,189.12
Everyday I'm Byfuglein,188.56
ponch101,188.39
Yak City,188.22
Do You Smell What Laraque Is Cookin?,187.86
North Stars,187.43
Ruh Oh...,185.6
Ghost Bear,185.46
Penners Pancakes,185.29
Cookie Thumpers,183.96
Team North Americarambe,183.95
Heil Sittler,183.7
Acting Like Aho,183.28
Hartford Gougers,183.25
Mike Smith's Chosen Juans,182.38
Red Wing High Five,182.2
NurseSharks,181.87
Stastny & Hutch,181.24
CuJo31,180.2
Andre and the Goons,179.73
Big Trouba in Little Giroux,179.41
Book Hockey,178.36
Now Josi Me 3: Let's Get Roman-tic,178.09
Matthews the Saviour,177.49
I Am Score,176.3
The Larkness Monster,176.16
Corsi? What Corsi?,175.33
Risky Bryz-ness,174.1
The JiiiveTurkays,173.97
Gilmour Girls,173.58
JewChooTrain,173.3
Kreider Hard,173.28
Bill Crosby,172.89
Molemen,172.76
I am NOT drinking any f-ckin Marleau,171.66
2 Girls 1 Kopitar,171.38
Enter Creative Name Here,171.12
The Ottawa BeeVees,170.74
King of the Kessel,170.49
Pikachubban,170.39
MayTheForsbergWithYou,170.26
FL Skunk Apes,170.22
M&Ms,170.07
Al Jardine,169.23
Generic Hockey Pun,168.98
Zdeno Charazard,168.4
Clemens HC,167.85
Finnishing Touch,167.79
Burns-in' Down the House,167.62
Puck It,167.52
I am score,167.16
Corey Perry's House of Payne,167.08
Up and Around the Benn,166.74
Lonely End of the Rink,165.45
Hiller Youth,164.49
Tarasenkyour Battleship,163.81
Boilermaker Brawlers,163.66
Stralman Fallacy,162.97
Mackinnon Out Burger,162.75
Bar Down,162.7
Jagr Bombs,162.65
Tomas Fleischlights,161.88
LAUREN PRONGER,161.88
Witty team name,161.79
St. John's Shamrocks,161.3
VooDaddy,160.9
South City Squash,160.26
Stars of McDavid,159.58
The Ponies of Equestria,159.28
Vancouver Voodoo,159.23
Gordie Howe Hatrick,158.85
Dr. Draisaitl's Sick Beats,158.83
Scooby Dooby Dubnyk,158.59
Syracuse Bulldogs,158.28
skankhunt42,158.02
Pickle High-Noon,157.83
Konecnywa,157.74
Montreal Dive,157.13
Teamy McTeamface,157.02
McCoy's Red Army,156.72
Lizard Wizards,156.62
South Detroit Journeymen,156.28
Sharp Ladds,156.15
Crosby Sweaters,155.88
SportsNewbie,155.38
TeamNameRequired,155.36
