RIP Heatley's Ferrari,257.93
TeamNameRequired,251.24
ponch101,246.22
Sheahan's Shillelaghs,236.61
The Cake Eaters,232.33
The Big Pavelski,230.38
xMrSleepyx,226.4
The Ides of Marchand,226.37
Cookie Thumpers,222.27
Damn Barrie Sucks,211.92
I Ain't Seguin She a Gold Digger,210.07
Pikachubban,209.58
Kreider Hard,209.22
Democratic People's Republic of Kariya,208.97
Jagr Bomb,208.77
Price Price Baby,207.05
Pimpin' Ain't Parise,206.33
Konecnywa,206.23
King of the Kessel,206.03
Kessel's Cookie Jar,204.74
Wrath of Joe McGrath,204.13
Lubo Sucks,203.94
falco1002,203.74
40-30 Grit Grinders,203.45
NurseSharks,203.43
Frolunda HC,202.92
Flying Zambonis,202.63
Boilermaker Brawlers,201.92
Red Star Beijing,200.21
Benzene96,198.22
Double Bennatration,196.67
Hattrick Pornqvist,195.9
Leafs,195.18
Btchz B Krejci,195.1
Stralman Fallacy,194.72
Alexander Radiculous' Team,194.62
Giroux've Gotta Be Kidding Me!,194.56
I am score,194.56
Doughty Didn't Deserve The Norris,193.13
Go Puck Yourself,192.98
Tarasenkyour Battleship,192.79
Jagr Bombs,191.0
San Jose Street Sharks,190.76
OK Blue Jays,190.18
Dumpster Fire Brigade,190.15
MayTheForsbergWithYou,190.02
Dubinsky's Garage League,188.97
Dangletangs III,188.55
Toews in the Water,188.43
Finnishing Touch,188.41
Al Jardine,187.28
Right in the Pucker,187.17
Clemens HC,187.1
Mystic Coupons,186.79
Dont Fehr the Reaper,186.56
Horton Hears a Who!,185.57
Denim Chicken,185.46
Nailing Yaks,184.61
Mike Smith's Chosen Juans,184.43
Everyday I'm Byfuglein,183.99
I am NOT drinking any f-ckin Marleau,183.49
Kinki Kids,182.5
The Ottawa BeeVees,182.27
Nastyearwax,181.19
Drouination,180.18
Karlsson 1st Overall,178.96
Enter Creative Name Here,178.87
JewChooTrain,178.11
St. John's Shamrocks,177.52
Bar Down,177.28
Corsi? What Corsi?,176.65
Bust a Kapanen,176.52
Wennereal Disease,176.34
Stan Mikita's Donuts,175.5
WhoseLineIsItEberle,175.42
Ginger Geesus's Grilled Cheeses,173.44
Stastny & Hutch,173.13
NoseFaceKillahs,172.34
Andre and the Goons,172.26
Puck It,172.15
Non-stop Saadomy,171.95
Book Hockey,170.34
Ruh Oh...,170.27
Mackinnon Out Burger,170.26
Hartford Gougers,170.01
AGexpress,169.51
Up and Around the Benn,169.28
South Detroit Journeymen,169.02
Syracuse Bulldogs,168.21
Pucking Fricks,167.69
Bergeron Burgundy,167.43
Karl on my Wayward Sson,167.11
CuJo31,166.86
One Kessticles,166.53
Matthews the Saviour,165.68
Acting Like Aho,163.75
McDavid Paradox,163.65
Tokyo Sandblasters,163.64
Penners Pancakes,163.53
Halak Ness Monster,163.43
Coyotes 2.0,163.1
The Snow Mexicans,161.98
Generic Hockey Pun,161.56
Parise Taught Me,160.62
macerating toilet,159.55
