RIP Heatley's Ferrari,262.81
The Price is Wrong,261.48
Bozak Yellow,258.55
Athanaseeyoul8er,257.11
Getrektzky,255.0
Nailing Yaks,249.4
The Larkness Monster,246.82
The Geeky Economists,243.05
Look What Yeo Made Me Do,241.41
Book Hockey,240.96
Mystic Coupons,240.36
Burns baby Burns,240.21
The Stalwart Superjocks,235.2
Voracek Yourself,235.13
Semin Stains,234.7
Hot Wing's All-Stars,233.48
For the Sweat,232.89
The Ghost of Mike Johnston's Power Play,232.17
Sassy Glove Save,232.16
Netflix and Phil,231.03
Frolunda HC,230.19
Feel my Rask,229.54
Straight Cash Homie,225.84
Sgt. Bobrovsky's Squadron,225.46
DingleBarrie's,225.12
Jarg 17-18,224.45
Denim Chicken,224.2
Team North Americarambe,223.99
Benn there, Domi that,223.17
Everyone Poops,222.58
Pimpin' Ain't Parise,221.81
Cow Tipping Mafia,221.67
Tarasenkyu Very Much,221.62
Koekkoek for Cocoa Puffs,220.93
The Matthews 4-Drops,219.71
Thin Blue Laine,219.45
JewChooTrain,219.06
Hiller Did Nothing Wrong,218.32
Flying Zambonis,217.57
Kreider Hard,212.94
Thin Ice,212.63
Andre and the Goons,211.22
Endless Love,210.6
Team Zissou,210.29
The Zac Rinaldo All-Stars,209.7
Divorced Guys,209.12
Joonas Dogskoi,208.47
Northern Guard,207.73
Bergeron Burgundy,207.55
Puck me Harder,207.5
Bar Down,207.07
Drouin it Boeser,206.97
ponch,206.73
Dumpster Fire Brigade,206.63
Puck Man,206.57
Clemens HC,205.68
The Dube Abides,205.46
Hartford Gougers,205.05
Torts Reform,204.94
Troublemakers,204.64
King of the Kessel,204.57
Why Not Zoidterberg,203.91
Don't Stop 'Til You Get Phaneuf,203.38
Blainville-Boisbriand Armada,202.86
Hart@Yak,202.85
The One You Love To Hate,202.76
KappinKurtz,202.49
Doughty Didn't Deserve The Norris,202.04
The aRISTOcrats,201.95
Hub City Slickers,200.89
Nolan, this is Patrick,200.54
Big Johnsons,200.34
Starship Troubas,200.33
Snizzbone,200.19
The Grapes of Rask,199.92
Paidat,199.23
Grey Ducks,198.7
Austin Ice Bats,198.19
Bryzlly Bears,198.13
CTE,197.68
Glory Five-Hole,197.51
Reading Renegades,196.55
San Jose Street Sharks,196.51
abcSpectacular,196.1
Gilmour Girls,196.1
The Great Wall Of St. Paul,195.94
Good Kid, S.A.A.D City,195.61
Ass Kickers United,195.45
Bunch of Kunitz,195.21
One Kessticle,195.1
Florida Skunk Apes,194.46
Wrath of Joe McGrath,194.08
Toews'd & Kane-fused,193.43
Doan of the Dead,193.35
Felix's Fist,192.98
Crazy L Gorillas,192.85
Horton Hatches The Egg,192.82
Giroux've Gotta Be Kidding Me!,192.13
Crosby Sweaters,191.44
Joe Thornton Hat Trick,189.86
Democratic People's Republic of Kariya,189.28
The Kessel Run,188.93
Team Ukraine,188.63
The Ottawa BeeVees,187.16
Henrik & Gustav Go to Little Caesars,187.03
bob says NYET,186.87
St. John's Shamrocks,185.38
Witty Team Namestnikov,185.24
Mike Smith's Chosen Juans,184.46
Penners House of Pancakes,184.37
Btchz B Krejci,184.02
1-800-FCK-GARY,184.0
Pucking Fricks,183.61
Dont Fehr the Reaper,182.47
Syracuse Bulldogs,181.95
Century Mews,181.32
The Jiiive Turkays,181.02
40-30 Grit Grinders,180.98
Churchmoor Caterpies,180.85
Red Wing High Five,180.37
Marshmont HC,180.24
Ktcottrell,179.7
Wicked Wrista,179.4
Glatt Attack,179.24
Dangletangs IV,178.68
Molson Muscle,177.88
CuJo31,177.36
Toews in the Water,177.2
Josi's Story,176.48
South Detroit Journeymen,176.41
Baby Got Backes,175.48
Don't Puck With Me,175.43
2 Girls 1 Stanley Cup,174.84
SticksOut4Harambe,173.79
Price of Fame,173.78
Feel The Burns,173.48
Mighty Red Pandas,172.8
Up and Around the Benn,172.52
The Bottle Police,172.06
It was Ceci for Drouin, straight up,170.74
MacKinn-on your Girl,170.68
Bust a Kapanen,170.45
DontForgetAboutDrai-saitl,170.42
Tokyo Sandblasters,170.35
Drouin your mom,169.95
Dangle Snipe Celly,169.18
