Benzene96,264.06
bob says NYET,252.67
Wrath of Joe McGrath,251.77
Everyday I'm Byfuglein,245.5
Stralman Fallacy,244.98
Ruh Oh...,239.8
Bust a Kapanen,239.37
Ghost Bear,239.27
NoseFaceKillahs,238.44
One Kessticles,237.04
Mackinnon Out Burger,235.56
Alexander Radiculous' Team,235.08
Wrath of Grapes,232.97
Pimpin' Ain't Parise,232.72
The JiiiveTurkays,231.51
Snizzbone,230.25
Cell Phones and Plane Tickets,230.17
Pikachubban,230.13
Halak Ness Monster,226.67
OK Blue Jays,226.32
Konecnywa,225.74
Charlottetown Islanders,223.83
Dubinsky's Garage League,223.47
Giroux've Gotta Be Kidding Me!,223.13
40-30 Grit Grinders,222.92
Horton Hears a Who!,221.05
Go Puck Yourself,220.38
Goaltender Interference,220.17
Enter Creative Name Here,220.17
Endless Love,219.41
Kessel's Cookie Jar,218.65
Doughty Didn't Deserve The Norris,218.09
Human Erasers,216.91
Sheahan's Shillelaghs,215.91
Hattrick Pornqvist,215.58
Non-stop Saadomy,215.2
Jagr Bomb,214.2
Stars of McDavid,213.15
McCoy's Red Army,212.26
Stan Mikita's Donuts,211.79
Flying Zambonis,211.69
I Am Score,210.5
Octopussy,209.62
Right in the Pucker,209.11
Ghost Bear Nation,208.7
Clemens HC,208.53
Whirlybirds,207.37
Red Wing High Five,206.87
Risky Bryz-ness,206.76
Generic Hockey Pun,206.7
Avadabdelkader,205.29
Dumpster Fire Brigade,204.54
Drouination,204.03
The Larkness Monster,203.56
St. John's Shamrocks,203.05
Honey Nut Chelios,202.9
falco1002,202.83
Dangletangs III,202.72
xMrSleepyx,202.29
Damper Than Moist,201.87
Tarasenkyour Battleship,201.79
Doan Look Backes,201.65
Up and Around the Benn,201.23
The Ides of Marchand,201.2
Straight Cash Homie,200.94
Gordie Howe Hatrick,200.82
Cookie Thumpers,200.8
Hypnotoads,200.63
McDavid Paradox,200.56
Parise Taught Me,199.83
All Down The Laine,199.3
Btchz B Krejci,198.88
